Regulation,Ensembl ID,log2 Fold Change,Adj.Pval,Symbol,Chr,Type,NSIP_73,NSIP_117,NSIP_122,NSIP_173,NSIP_179,NSIP_187,NSIP_197,NSIP_203,NSIP_80,NSIP_63,NSIP_81,NSIP_82,NSIP_84,NSIP_93,HEALTHY_24,HEALTHY_30,HEALTHY_32
Up,ENSG00000232542,6.185230367,9.94E-06,DPYD-IT1,1p21.3,lncRNA,4.039193248,4.088830158,5.389133935,5.609058005,3.999026873,5.721663989,6.465737571,5.785766186,4.930376854,4.428052843,3.980918254,4.202135115,3.376740405,4.203158703,2,2,2.363228869
Up,AC087277.2,6.183592026,9.49E-05,NA,NANA,NA,2.697801619,2.763234881,3.488060135,3.519550611,3.43975316,3.150082844,3.039011018,4.251680005,3.240972708,5.115685075,3.604326202,3.087801944,3.376740405,2.825761993,2,2,2
Up,ENSG00000125675,6.183580117,5.25E-02,GRIA3,Xq25,protein_coding,3.964514162,2,2,2,2,2,2,2,2,5.822220053,3.093311187,5.113266566,3.164762633,2.599299359,2,2,2
Up,ENSG00000164932,6.182029475,9.00E-03,CTHRC1,8q22.3,protein_coding,3.885757382,2.763234881,2,2,2.892486027,2,2,2,2.981110704,6.029967926,3.492525312,3.887992662,2.773737535,3.021452212,2,2,2
Up,ENSG00000176697,6.181068116,2.11E-03,BDNF,11p14.1,protein_coding,4.177867983,2.550764176,3.235014154,2.500692683,2,2.314816316,3.636746245,2.32287965,2.981110704,6.649567334,3.708082796,5.667346633,3.645738482,3.837904181,2,2.191566477,2
Up,ENSG00000197587,6.180453052,4.18E-03,DMBX1,1p33,protein_coding,4.039193248,2,2,2.500692683,2.715699398,2,3.039011018,2.32287965,2.256765414,5.579441441,3.492525312,4.678612313,2.916183574,3.613495145,2,2,2
Up,ENSG00000169894,6.1796005,9.64E-03,MUC3A,7q22.1,protein_coding,6.327373008,2.30150653,2,2.500692683,2,2,2,2,2.256765414,7.317857033,5.426161804,6.265518847,4.06819607,4.736558782,2.187861428,2,2.193015684
Up,AL161431.1,6.179111608,4.90E-03,NA,NANA,NA,3.619853155,2.30150653,2.537324753,2,2.279879007,2.314816316,5.238565024,2.586548077,2,5.70593162,2.931233264,3.485838585,2.773737535,2.330547295,2,2,2
Up,ENSG00000179799,6.178785373,5.38E-04,OR7E22P,3p12.3,transcribed_unprocessed_pseudogene,4.363696753,6.030373731,2.537324753,2,3.43975316,3.781793089,3.636746245,2.586548077,5.643050108,3.673933092,8.080178943,2.744419226,6.945191826,4.426891474,2.354054815,2.191566477,2
Up,ENSG00000165164,6.178696091,6.62E-06,CFAP47,Xp21.1,protein_coding,7.635922143,10.71927636,7.469976147,4.933248513,9.685709333,8.78777357,5.067592255,5.732313905,10.57013953,7.034175128,13.17522212,7.270218113,11.51146608,8.94612145,5.065386194,4.355604906,3.442444154
Up,U1,6.178538562,1.08E-04,NA,NANA,NA,3.026246778,6.09066026,5.816301391,5.009557949,4.849738854,6.706911062,4.873598929,2.586548077,4.454262496,5.115685075,3.239005741,4.573422509,3.561524859,2.599299359,2,2,2.363228869
Up,ENSG00000225907,6.177704483,1.56E-04,RPS27P16,7p14.3,processed_pseudogene,2.500483405,3.112468962,3.488060135,2.500692683,2.892486027,3.150082844,3.636746245,3.002377711,4.553341527,3.067237024,4.345133544,2.92630283,4.442434796,3.486679494,2,2,2
Up,ENSG00000202408,6.17735465,2.50E-04,RNVU1-21,1q21.2,snRNA,3.293609595,4.952424974,4.681527138,4.528887937,3.049955021,5.667319614,4.058127951,2.586548077,4.041506045,2.630133537,3.708082796,5.075241143,3.872375626,2.330547295,2.187861428,2,2
Up,AC022748.2,6.17679428,1.95E-02,NA,NANA,NA,3.802451749,2,2,2,2,2.792072235,4.058127951,2,2,5.929830221,2.931233264,4.053597495,3.274641306,2.825761993,2,2,2
Up,ENSG00000136206,6.176670117,6.27E-03,SPDYE1,7p13,protein_coding,5.309726454,2.30150653,3.235014154,2.500692683,2,2,2,2.32287965,2.256765414,5.204081802,2.931233264,4.573422509,2.773737535,2.330547295,2,2,2
Up,ENSG00000131050,6.176590933,5.62E-03,BPIFA2,20q11.21,protein_coding,3.026246778,2,2,2,2.279879007,2.573089984,2,2.32287965,2.981110704,5.115685075,4.921258088,3.485838585,4.700467015,3.486679494,2,2,2
Up,ENSG00000128610,6.176551545,1.90E-02,FEZF1,7q31.32,protein_coding,2.871350845,2,2.927940217,2,2,2.573089984,2,2,2,5.579441441,5.045310699,4.129777112,2.916183574,3.486679494,2,2,2
Up,AL035411.3,6.175962381,3.20E-03,NA,NANA,NA,4.932628166,2.550764176,2,2.500692683,2.279879007,2,3.039011018,2,3.116884692,5.366117969,3.804875402,3.597363912,3.472089076,3.021452212,2,2,2
Up,ENSG00000163638,6.175788335,4.13E-05,ADAMTS9,3p14.1,protein_coding,4.676027588,4.088830158,5.389133935,2.271959108,4.213994835,3.43668046,5.238565024,3.324780878,4.23301105,7.843329387,6.606016565,5.766128124,5.746273264,3.486679494,2.187861428,2.360652009,2
Up,ENSG00000126785,6.17557873,8.12E-03,RHOJ,14q23.2,protein_coding,3.802451749,2.763234881,2.927940217,2,2,2,3.039011018,2,2.256765414,6.029967926,3.604326202,3.700883144,2.916183574,3.021452212,2,2,2
Up,AC026495.1,6.175227695,5.43E-02,NA,NANA,NA,3.619853155,2,2,2,2,2,2,2,2,5.70593162,2.931233264,5.446837945,2.773737535,2.825761993,2,2,2
Up,ENSG00000134207,6.174745398,5.01E-02,SYT6,1p13.2,protein_coding,4.039193248,2,2,2,2,2,2,2,2,5.929830221,3.239005741,4.678612313,3.045820324,3.193741221,2,2,2
Up,ENSG00000118898,6.173408257,4.91E-07,PPL,16p13.3,protein_coding,7.328691765,9.474758599,8.453608779,3.886278076,8.526751852,8.57916613,11.44101575,4.173621971,8.588799917,6.029967926,11.06078682,6.64879272,10.6349603,7.221341006,3.416238522,4.230227226,3.281851119
Up,U6,6.173060287,1.75E-05,NA,NANA,NA,5.045623175,3.830554601,4.871430486,4.243070252,3.049955021,3.973148109,5.238565024,4.396165088,3.820632321,7.009856375,4.137797017,5.476316334,4.814015687,5.081888256,2,2.191566477,2.193015684
Up,AC011995.2,6.171539392,4.85E-02,NA,NANA,NA,4.475490268,2,2,2,2,2,2,2,2,5.287373576,4.137797017,5.075241143,3.376740405,2.599299359,2,2,2
Up,AC092718.1,6.171128968,1.14E-04,NA,NANA,NA,4.110196186,3.112468962,2.537324753,3.026610167,3.835567079,2.573089984,2,2.586548077,3.65203487,3.673933092,4.279277505,3.597363912,3.472089076,4.281655173,2,2,2
Up,ENSG00000196866,6.170808002,1.14E-04,H2AC7,6p22.2,protein_coding,3.293609595,3.515735475,2.537324753,3.411193517,3.191915294,2.982154384,2,3.324780878,4.171957579,4.273204851,3.239005741,2.536251694,4.619477888,3.613495145,2,2,2
Up,ENSG00000158458,6.170788184,4.87E-04,NRG2,5q31.2,protein_coding,4.242507246,3.393424398,2.927940217,3.519550611,2.892486027,2.792072235,3.039011018,2,3.55972141,4.920769468,5.955172004,4.459955653,5.250403704,4.281655173,2,2.191566477,2
Up,ENSG00000110693,6.170419331,1.26E-07,SOX6 ENSG00000110693,11p15.2,protein_coding,6.048827423,6.257734418,4.576296565,3.411193517,5.224909167,5.581760664,7.53472148,4.003565098,5.890503185,8.248611291,8.182802035,6.64879272,7.002211101,5.653869951,2,2.889098255,2.193015684
Up,AC098818.3,6.170401741,3.41E-04,NA,NANA,NA,3.026246778,2.948393634,2.927940217,3.026610167,2.715699398,3.300486713,3.636746245,3.588131912,2.256765414,5.644072361,3.239005741,3.087801944,2.773737535,3.837904181,2,2,2
Up,AC104164.1,6.168875896,1.15E-04,NA,NANA,NA,2.500483405,2.550764176,3.70327539,3.411193517,3.549342665,4.363312868,4.649406881,3.002377711,3.971572494,3.402244509,3.604326202,3.087801944,3.725306293,2.330547295,2,2,2
Up,AC005699.1,6.168597057,6.64E-04,NA,NANA,NA,4.039193248,3.830554601,3.235014154,2.500692683,3.43975316,2.982154384,4.058127951,2,3.898075499,7.297909542,6.357444031,4.912246948,5.746273264,3.486679494,2.354054815,2,2
Up,ENSG00000106633,6.167802889,5.35E-02,GCK,7p13,protein_coding,3.026246778,2,2,2,2,2,2,2,2,5.929830221,4.210270884,4.776650969,3.045820324,2.599299359,2,2,2
Up,ENSG00000227877,6.167293609,7.92E-04,MRLN,10q21.2,protein_coding,3.410748135,5.036565194,3.235014154,2.698075403,4.074298501,2.982154384,2,2,5.258679332,5.765247198,5.298999525,2.92630283,4.127977611,3.347632735,2.187861428,2,2
Up,ENSG00000201315,6.167130994,9.99E-04,RN7SKP227,3p22.2,misc_RNA,2.271836495,4.556072476,2.927940217,2.698075403,3.549342665,4.060079415,3.039011018,2.586548077,4.930376854,4.428052843,2,2.92630283,2.773737535,2.330547295,2,2,2
Up,ENSG00000155026,6.16691786,2.16E-05,RSPH10B,7p22.1,protein_coding,4.420676091,7.263836056,5.189511386,2.271959108,7.030590901,5.253212459,3.039011018,3.172566661,7.898060069,6.95995342,10.03071443,4.573422509,7.999668128,5.59360282,2.503065652,2.889098255,2.363228869
Up,ENSG00000249421,6.166248125,6.25E-03,ADAMTS19-AS1,5q23.3,lncRNA,2.697801619,3.393424398,2,2,2.514184001,2.573089984,2,2,2.474663246,5.579441441,5.122456677,3.797469162,2.916183574,2.825761993,2,2,2
Up,AC087280.1,6.165917238,1.32E-03,NA,NANA,NA,2,3.112468962,2,3.411193517,2.715699398,3.973148109,4.649406881,2.32287965,4.108205773,5.204081802,3.604326202,2.744419226,2.916183574,2.330547295,2,2,2
Up,ENSG00000231888,6.165613017,8.56E-05,MTND5P15,3q26.32,processed_pseudogene,3.026246778,2.763234881,3.488060135,3.519550611,2.892486027,2.314816316,4.873598929,3.810750453,3.116884692,4.099715818,3.093311187,3.887992662,4.005829849,3.347632735,2,2,2
Up,ENSG00000259417,6.165288616,2.43E-02,CTXND1,15q25.1,protein_coding,4.579240509,2.30150653,2,2,2,2.314816316,2,2,2,5.87702823,2.931233264,4.517804304,2.615670504,3.021452212,2,2,2
Up,AL592546.2,6.164949395,1.29E-03,NA,NANA,NA,2.871350845,3.733053638,3.488060135,2,2.892486027,2.792072235,2,2,3.355227911,3.673933092,5.122456677,3.233028716,4.660540692,3.021452212,2,2,2
Up,ENSG00000165409,6.16465384,1.59E-03,TSHR,14q31.1,protein_coding,4.722090283,2.30150653,2,2.271959108,2.279879007,2.792072235,3.636746245,2.32287965,2.66392817,7.172060517,3.604326202,5.289671656,3.725306293,3.730058582,2,2,2
Up,AL357673.2,6.164521019,7.66E-03,NA,NANA,NA,3.026246778,2,2,2,2.279879007,2.314816316,2,2.32287965,2.66392817,5.204081802,4.96380524,4.823280101,3.561524859,2.825761993,2,2,2
Up,ENSG00000233401,6.164365128,3.27E-04,PRKAR1AP1,1p22.1,processed_pseudogene,2.871350845,2.948393634,2.537324753,3.620334759,3.049955021,3.561118953,4.873598929,2.8093932,3.355227911,5.366117969,2.748614975,3.233028716,2.615670504,2.599299359,2,2,2
Up,AC023813.1,6.164319412,2.37E-03,NA,NANA,NA,2.500483405,4.665826194,2,3.714535692,5.495243206,2.314816316,2,4.527488239,4.553341527,2,3.604326202,2.92630283,2.916183574,6.269168788,2.187861428,2,2
Up,ENSG00000288362,6.163725055,9.38E-03,CYP11A1,CHR_HG2198_PATCH,protein_coding,4.177867983,2.30150653,2,2,2.514184001,2.314816316,2,2,2.474663246,5.822220053,3.708082796,4.626975898,2.773737535,2.330547295,2,2,2
Up,ENSG00000211669,6.163556531,5.53E-02,IGLV3-10,22q11.22,IG_V_gene,2,2,2,2,2,3.561118953,4.873598929,2,2,2.630133537,5.456275126,2,3.376740405,4.791246753,2,2,2
Up,AC117528.1,6.163111066,1.22E-04,NA,NANA,NA,3.619853155,4.007769289,2.537324753,2.698075403,2.892486027,2.573089984,2,3.324780878,3.55972141,3.902475439,4.635686137,3.597363912,3.940645309,3.347632735,2,2,2
Up,AC018467.1,6.16263379,8.77E-03,NA,NANA,NA,3.166112863,2,2,2,2.892486027,2.573089984,2,2,3.240972708,5.87702823,4.210270884,3.973169967,3.274641306,2.825761993,2,2,2
Up,AL353706.1,6.161634117,2.26E-04,NA,NANA,NA,2.697801619,2.948393634,2.927940217,3.965045117,2.892486027,3.675671194,4.058127951,3.703730891,2.474663246,4.812455238,3.804875402,3.887992662,3.376740405,2,2,2,2
Up,ENSG00000208025,6.16093672,2.83E-04,MIR591,7q21.3,miRNA,2,4.556072476,3.890514063,5.310368302,4.279077529,4.293268182,4.058127951,5.430574923,3.898075499,4.273204851,3.239005741,2.744419226,2.615670504,4.426891474,2,2,2.193015684
Up,ENSG00000182103,6.160909531,5.31E-03,FAM181B,11q14.1,protein_coding,3.410748135,2.550764176,3.235014154,2,2.279879007,2,2,2,2.66392817,5.511778789,3.895580337,4.626975898,3.872375626,3.021452212,2,2,2
Up,AC010632.2,6.16046129,1.34E-04,NA,NANA,NA,3.026246778,2.550764176,4.681527138,4.364271911,4.145836859,5.012880597,5.067592255,3.810750453,2.981110704,5.366117969,4.40811417,4.129777112,3.800714192,2.599299359,2,2.191566477,2
Up,ENSG00000200840,6.160187508,6.51E-05,RNU6-82P,13q12.2,snRNA,3.026246778,3.393424398,4.204838992,5.046250563,3.835567079,4.724350208,3.636746245,5.174149338,3.971572494,4.920769468,4.468460007,3.485838585,3.045820324,3.613495145,2,2,2.193015684
Up,ENSG00000060718,6.159246354,3.39E-02,COL11A1,1p21.1,protein_coding,4.528297827,2,2,2,2,2,4.383849221,2,2,8.024183678,2.748614975,5.615298033,3.940645309,3.486679494,2,2,2
Up,ENSG00000178363,6.159196732,1.61E-03,CALML3,10p15.1,protein_coding,2.271836495,3.393424398,3.235014154,2,2.279879007,3.675671194,5.529594309,2.32287965,2.66392817,3.067237024,4.40811417,2.92630283,4.345037619,2.330547295,2,2,2
Up,ENSG00000251562,6.158857493,9.49E-25,MALAT1,11q13.1,lncRNA,16.05729512,18.51725083,18.44094636,19.2971149,19.5796696,19.1044435,19.2415478,19.05627376,18.38745271,18.15686594,17.76434873,16.41544126,16.78150683,18.09912137,12.2496823,12.51519638,12.33483654
Up,AC131254.1,6.158675973,3.48E-04,NA,NANA,NA,3.619853155,2.948393634,3.235014154,3.026610167,3.651192063,2.792072235,3.039011018,3.910376565,3.898075499,5.511778789,2.748614975,4.954754147,3.645738482,6.084438492,2,2,2.193015684
Up,ENSG00000278196,6.158057759,1.66E-02,IGLV2-8,22q11.22,IG_V_gene,2,2.763234881,2,2,2.514184001,3.880640875,5.391405783,2,2,2,6.133483244,2.536251694,7.153705958,6.948081105,2,2.191566477,2.193015684
Up,ENSG00000146555,6.157318888,2.45E-06,SDK1,7p22.2,protein_coding,7.313727693,9.497204647,7.675024179,4.243070252,8.601812135,7.432512393,6.242748499,3.703730891,9.167780768,7.193812574,11.98553827,7.07208378,11.44471317,8.438696671,4.249444428,3.710194115,3.194312057
Up,AL035420.3,6.157055165,4.35E-03,NA,NANA,NA,2.697801619,3.393424398,2,2,3.049955021,2.573089984,2,2,4.291585357,3.067237024,5.676918418,2.744419226,3.800714192,3.486679494,2,2,2
Up,ENSG00000133401,6.156862389,2.87E-09,PDZD2,5p13.3,protein_coding,6.761567864,6.920591942,6.443528904,4.304943485,6.429812351,6.032343891,7.432717029,3.910376565,6.618850984,7.910552562,8.923525854,6.568949653,8.894654199,5.970572844,2.187861428,3.094928012,2.363228869
Up,ENSG00000180264,6.156760318,2.25E-02,ADGRD2,9q33.3,protein_coding,3.714039411,2.30150653,2,2,2,2.314816316,2,2,2,5.644072361,3.895580337,5.036186281,3.274641306,2.599299359,2,2,2
Up,ENSG00000127325,6.155763269,4.68E-03,BEST3,12q15,protein_coding,4.039193248,2.550764176,2,2,2.514184001,2.314816316,3.039011018,2,3.355227911,6.711196382,4.468460007,4.573422509,5.109227293,3.486679494,2,2.191566477,2
Up,ENSG00000134121,6.155229567,1.95E-05,CHL1,3p26.3,protein_coding,7.228530133,9.889653595,7.159809669,3.026610167,8.980076037,7.3400007,5.655695777,5.174149338,9.293127009,7.87059567,11.99326113,6.298899646,11.42399526,8.509721369,4.446353325,4.044067642,2
Up,ENSG00000226254,6.155094089,1.78E-04,PTP4A1P3,7q21.13,processed_pseudogene,2.697801619,3.112468962,3.235014154,4.178424077,3.191915294,3.300486713,3.039011018,3.462457117,3.971572494,5.115685075,2.294813454,3.364964204,3.274641306,2.599299359,2,2,2
Up,AL161725.1,6.154583543,4.10E-03,NA,NANA,NA,6.761567864,2.550764176,2.537324753,2.271959108,2.892486027,2.314816316,2,2,2.256765414,5.980767721,3.604326202,4.573422509,3.045820324,2.825761993,2,2,2
Up,ENSG00000125850,6.154375606,2.08E-05,OVOL2,20p11.23,protein_coding,4.722090283,6.391564314,5.039219424,2.698075403,5.46758909,4.776625921,3.636746245,2.586548077,6.663891871,4.428052843,9.110294746,4.129777112,7.693293753,5.247499287,2.503065652,2.191566477,2.363228869
Up,ENSG00000152977,6.153865603,3.88E-02,ZIC1,3q24,protein_coding,3.964514162,2,2,2,2,2.314816316,2,2,2,6.077545444,2.294813454,4.399690162,3.376740405,3.021452212,2,2,2
Up,ENSG00000238230,6.153844113,7.65E-03,LINC00391,13q32.1,lncRNA,2.697801619,3.515735475,2,2,2.715699398,2,2,2,3.46109485,3.402244509,5.514679272,4.202135115,4.394557969,2.825761993,2,2,2
Up,AC004448.2,6.153423653,2.53E-02,NA,NANA,NA,3.519085808,2,2,2.271959108,2,2,2,2,2.256765414,6.123603902,2.931233264,4.459955653,3.376740405,2.599299359,2,2,2
Up,ENSG00000243137,6.152875963,2.22E-02,PSG4,19q13.31,protein_coding,4.177867983,2,2,2,2,2.573089984,3.039011018,2,2,5.765247198,3.604326202,4.626975898,2.615670504,2.825761993,2,2,2
Up,AC010201.3,6.152428312,4.96E-04,NA,NANA,NA,4.97128489,2.763234881,2.537324753,2.698075403,2.279879007,2.982154384,3.039011018,2.32287965,3.240972708,4.812455238,2.931233264,4.202135115,3.164762633,3.486679494,2,2,2
Up,ENSG00000234493,6.152178496,3.99E-03,RHOXF1P1,Xq24,transcribed_unprocessed_pseudogene,3.166112863,2,3.890514063,3.411193517,2,2,5.391405783,2,3.46109485,4.567879846,2.539484116,3.797469162,3.045820324,3.347632735,2,2,2
Up,AC010969.1,6.152098718,9.27E-03,NA,NANA,NA,4.363696753,2.30150653,2.537324753,2,2.279879007,2.573089984,2,2,2,5.929830221,3.371327135,4.053597495,2.773737535,3.021452212,2,2,2
Up,AC089999.2,6.152096413,1.69E-04,NA,NANA,NA,3.410748135,2.948393634,2.537324753,3.29403227,2.514184001,3.150082844,3.636746245,2.8093932,3.820632321,5.366117969,3.492525312,2.92630283,3.561524859,3.347632735,2,2,2
Up,ENSG00000242493,6.152022932,6.81E-05,RN7SL37P,5p13.2,misc_RNA,2.697801619,3.393424398,2.927940217,3.411193517,3.549342665,3.561118953,3.636746245,2.8093932,2.981110704,4.428052843,4.526382684,2.92630283,3.725306293,3.347632735,2,2,2
Up,ENSG00000107147,6.151486709,6.53E-03,KCNT1,9q34.3,protein_coding,5.632722632,2.30150653,2,2.271959108,2,2.314816316,3.636746245,2,2.256765414,4.695344106,5.195685943,6.265518847,3.561524859,3.613495145,2,2.191566477,2
Up,ENSG00000043039,6.1507664,5.28E-04,BARX2,11q24.3,protein_coding,4.475490268,5.901672294,3.488060135,2,4.667285062,4.219648425,2,2,5.371593954,5.929830221,7.995556833,4.202135115,6.172538634,4.203158703,2.187861428,2.360652009,2
Up,AL157938.3,6.150722308,1.71E-02,NA,NANA,NA,4.766727668,2,2,2,2.514184001,2.573089984,3.039011018,2,2.66392817,5.980767721,2.931233264,3.597363912,2.23563311,2,2,2,2
Up,ENSG00000155897,6.149929631,2.33E-02,ADCY8,8q24.22,protein_coding,3.802451749,2,2,2,3.191915294,2,2,2,2.256765414,5.87702823,3.093311187,4.823280101,2.23563311,3.021452212,2,2,2
Up,ENSG00000258279,6.149843744,5.31E-03,LINC00592,12q13.13,lncRNA,3.410748135,2.550764176,2,2,2.279879007,2.314816316,2,2.32287965,2.981110704,6.077545444,3.371327135,4.053597495,3.274641306,2.599299359,2,2,2
Up,ENSG00000214049,6.149516019,2.32E-03,UCA1,19p13.12,lncRNA,3.964514162,4.007769289,2,2,2.715699398,2.792072235,6.93238816,2.586548077,2.66392817,4.812455238,3.604326202,4.129777112,3.872375626,3.021452212,2,2,2.193015684
Up,AL513548.3,6.148915656,8.24E-05,NA,NANA,NA,3.885757382,4.665826194,3.890514063,3.886278076,2.892486027,3.561118953,4.383849221,4.396165088,3.65203487,5.87702823,2.748614975,4.336797047,3.872375626,4.281655173,2,2,2.193015684
Up,ENSG00000283654,6.148840212,1.52E-02,LMLN2,14q11.2,protein_coding,4.110196186,2.30150653,2,2,2,2,2,2.32287965,2.474663246,5.87702823,3.239005741,4.72846426,2.773737535,2.599299359,2,2,2
Up,ENSG00000143595,6.148016891,4.11E-03,AQP10,1q21.3,protein_coding,3.410748135,3.515735475,2,2,2.279879007,2.573089984,2,2,3.240972708,3.067237024,5.456275126,4.129777112,4.18538021,3.486679494,2,2,2
Up,AL022151.1,6.146305481,1.00E-02,NA,NANA,NA,2.871350845,2.30150653,2.537324753,2,2,2.314816316,3.039011018,2.32287965,2.256765414,6.029967926,2.539484116,4.776650969,3.274641306,2,2,2,2
Up,ENSG00000157766,6.145469214,5.31E-02,ACAN,15q26.1,protein_coding,4.177867983,2,2,2,2,2,2,2,2,5.579441441,3.895580337,4.996044687,3.274641306,2.330547295,2,2,2
Up,ENSG00000214188,6.145102193,3.80E-08,ST7-OT4,7q31.2,lncRNA,3.619853155,4.717722894,6.069939271,6.187296519,5.25757225,6.287830483,5.878984378,5.981730215,5.1987252,5.70593162,5.159535888,5.256074143,4.18538021,4.558834827,2.187861428,2.191566477,2.193015684
Up,ENSG00000248283,6.144864705,8.31E-04,CCNL2P1,4p13,processed_pseudogene,2.500483405,3.25977518,3.70327539,2.500692683,2.514184001,3.675671194,5.655695777,3.462457117,2,4.273204851,2.539484116,3.485838585,3.045820324,2.825761993,2,2,2
Up,AC103746.1,6.143924965,4.84E-03,NA,NANA,NA,2.871350845,3.25977518,2.927940217,2,2.514184001,2,2,2,2.981110704,3.402244509,5.543017994,3.597363912,4.700467015,3.021452212,2,2,2
Up,ENSG00000182022,6.143678971,7.53E-13,CHST15,10q26.13,protein_coding,9.592459384,11.37934424,8.321455531,10.94198103,11.79578629,9.348007291,10.47337716,11.70605227,11.51199935,11.36608834,10.88652265,9.378931468,9.229160959,13.67159189,5.065386194,5.898817505,4.867626392
Up,AC127526.4,6.143243462,4.52E-04,NA,NANA,NA,4.110196186,4.497896937,2,2.698075403,4.341350516,3.973148109,4.383849221,2.586548077,4.23301105,5.204081802,7.505838985,3.485838585,5.606166135,3.837904181,2.354054815,2,2
Up,ENSG00000182759,6.1420326,2.82E-04,MAFA ENSG00000182759,8q24.3,protein_coding,3.619853155,3.628482617,2.537324753,2.500692683,3.651192063,2,4.058127951,2.8093932,3.55972141,4.273204851,2.931233264,3.364964204,3.045820324,4.791246753,2,2,2
Up,ENSG00000105509,6.141921497,6.07E-04,HAS1,19q13.41,protein_coding,3.293609595,5.227664895,2,3.620334759,5.495243206,2,3.636746245,3.172566661,4.64605125,5.366117969,3.980918254,4.336797047,2.916183574,3.613495145,2,2.191566477,2
Up,AC245041.2,6.141480589,7.15E-04,NA,NANA,NA,3.410748135,4.373996885,4.204838992,2,2.892486027,2.982154384,3.039011018,2.8093932,4.171957579,3.673933092,5.624839877,3.364964204,6.084753038,3.486679494,2.187861428,2,2
Up,BX324167.1,6.141343464,2.57E-03,NA,NANA,NA,2,4.238447928,3.235014154,2,2.279879007,2.573089984,3.039011018,2,2.831218676,4.099715818,4.635686137,3.973169967,4.533670412,3.486679494,2,2,2
Up,AL022323.2,6.141234278,5.75E-02,NA,NANA,NA,4.177867983,2,2,2,2,2,2,2,2,5.980767721,3.708082796,4.459955653,2.615670504,2.330547295,2,2,2
Up,ENSG00000205363,6.140824397,1.04E-02,INSYN1,15q24.1,protein_coding,3.026246778,2.30150653,3.235014154,2,2,2.573089984,2,2,2,5.287373576,4.582069313,4.72846426,3.472089076,3.347632735,2,2,2
Up,ENSG00000245750,6.140739181,3.26E-09,DRAIC,15q23,lncRNA,6.482616401,8.200033064,5.905894266,4.579834911,7.542314444,6.720319002,4.873598929,6.899409812,8.187452249,8.905118466,10.2899057,7.715560622,8.71870292,7.549462088,3.489523162,2.889098255,2.193015684
Up,ENSG00000208772,6.14018143,2.14E-09,SNORD94,2p11.2,snoRNA,10.42342914,6.375498923,8.497504007,7.471066819,7.877870014,8.067901922,7.244835696,4.811428602,8.832664844,5.204081802,10.36722539,9.643771919,10.53912843,10.30454824,3.808727438,3.275025103,3.654097029
Up,ENSG00000139304,6.140155103,4.45E-03,PTPRQ,12q21.31,protein_coding,4.242507246,3.25977518,2,2.271959108,2,2.792072235,2,2,3.55972141,8.08364751,3.604326202,5.533525429,3.800714192,3.347632735,2,2,2
Up,ENSG00000158315,6.14005623,9.67E-05,RHBDL2,1p34.3,protein_coding,4.177867983,6.222243004,4.576296565,2,5.25757225,4.493957828,5.238565024,2,5.287747247,6.372777793,7.313616104,4.868449207,6.084753038,3.347632735,2.354054815,2.191566477,2
Up,ENSG00000255248,6.139873275,3.10E-06,MIR100HG,11q24.1,lncRNA,5.532881872,6.009705092,5.449975284,3.411193517,6.499743794,6.115879685,4.058127951,2.586548077,5.371593954,8.653674872,9.402849625,6.91948253,6.383456306,5.562498084,2.875342688,2.191566477,2.363228869
Up,ENSG00000242251,6.138738461,8.21E-05,RN7SL20P,22q12.2,misc_RNA,2.271836495,2.763234881,3.488060135,3.620334759,3.549342665,3.43668046,4.058127951,4.091097756,3.116884692,4.099715818,3.239005741,4.053597495,2.615670504,3.730058582,2,2,2
Up,ENSG00000182329,6.136798206,1.16E-05,KIAA2012,2q33.1,protein_coding,7.196257865,10.02968692,7.749524242,4.476075765,9.696172672,8.202971579,5.238565024,4.325730554,9.975582185,7.57153122,12.3129146,6.982472851,10.46790062,8.191746013,4.61958594,3.993516265,2
Up,ENSG00000112761,6.136517055,3.83E-02,CCN6,6q21,protein_coding,4.110196186,2,2,2,2,2,2,2,2.256765414,5.980767721,2.748614975,4.573422509,2.438129562,3.347632735,2,2,2
Up,AC025031.5,6.136124901,9.90E-06,NA,NANA,NA,3.026246778,3.830554601,4.339567764,4.579834911,4.074298501,5.459167227,6.160040588,4.704461244,4.454262496,6.334124053,5.543017994,4.573422509,4.18538021,4.494371004,2.187861428,2,2.193015684
Up,ENSG00000201821,6.13611477,1.76E-04,RNU4-9P,13q12.11,snRNA,2.871350845,3.112468962,2.537324753,3.166508634,3.549342665,4.060079415,4.383849221,3.703730891,2.474663246,4.695344106,3.239005741,3.485838585,2.23563311,3.837904181,2,2,2
Up,ENSG00000183378,6.136113922,1.41E-02,OVCH2 ENSG00000183378,11p15.4,protein_coding,3.619853155,2,2.927940217,2,2.514184001,2.314816316,2,2.586548077,2,6.029967926,3.093311187,3.485838585,4.18538021,2,2,2,2
Up,AL358074.1,6.135773573,1.57E-03,NA,NANA,NA,3.714039411,3.393424398,2.537324753,3.026610167,2,2.573089984,3.039011018,3.172566661,2.256765414,5.822220053,2.931233264,3.700883144,2.23563311,3.347632735,2,2,2
Up,AC079466.1,6.13519208,3.85E-02,NA,NANA,NA,3.410748135,2,2,2,2,2,3.636746245,2,2,6.077545444,2.931233264,4.336797047,2.438129562,3.021452212,2,2,2
