"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69","IPF_182","IPF_202","IPF_92"
"Up","AC008443.5",3.55873012880785,"4.75e-02",NA,"NANA",NA,3.27515136931785,2.91371332595402,3.26987519304848,3.97052596653264,2,4.54722666451788,7.35677056949978,3.45948135449826
"Up","ENSG00000153162",3.55691747729604,"6.26e-04","BMP6","6p24.3","protein_coding",3.94128821420188,2.91371332595402,4.25209833823773,3.4344622375178,5.08870546905718,5.65375924448203,7.81200072086474,7.71993215873101
"Up","AC084871.3",3.54462259674116,"1.90e-03",NA,"NANA",NA,3.04626863185575,3.86855422439193,3.74517065500652,3.29839723699651,4.50895536945189,5.13656620680079,8.09353009469409,5.69292533573798
"Up","ENSG00000100644",3.54138792659328,"5.36e-05","HIF1A","14q23.2","protein_coding",11.5332248537691,11.7146779449564,11.3645421162013,10.3508540521768,11.8107728697609,13.1471240440623,16.1468597240798,13.8791565895701
"Up","ENSG00000280962",3.53941968614373,"2.17e-03","DUSP16","CHR_HG1362_PATCH","protein_coding",10.0429987766126,8.68465201296983,8.18013373200031,8.63338317094238,9.3097383803871,9.42670878921392,13.9958964756866,11.1670969455918
"Up","ENSG00000089558",3.52791029356265,"8.63e-04","KCNH4","17q21.2","protein_coding",3.04626863185575,3.77849980431032,4.10208130258064,5.21269553371098,5.37631198879049,6.37862923834123,8.79545153731389,7.41562605352683
"Up","ENSG00000234756",3.52491960109034,"4.83e-02","LINC02621","10q21.2","lncRNA",2,3.07372442305504,2.55627638201547,3.1481503929349,2,4.26057193503485,5.64879736830945,4.44752280434774
"Up","AC234772.1",3.51741623108479,"1.53e-02",NA,"NANA",NA,5.0800216159717,6.75887349845862,6.53057292376818,4.42724802693642,4.41053419309772,7.08161184319126,10.6283010832136,5.87603156848364
"Up","ENSG00000147119",3.51415945096661,"1.63e-06","CHST7","Xp11.3","protein_coding",5.92622918727768,6.62316503332751,6.79788112008881,5.87011927444386,6.78925983736329,8.23172099167743,10.5866485062454,10.0373752108308
"Up","ENSG00000121797",3.50610696228664,"1.01e-03","CCRL2","3p21.31","protein_coding",7.72352679793968,10.4111425627384,9.24812257643892,8.54969587263641,11.1653698683169,11.8098539241493,14.2381042636948,13.2954818262602
"Up","AL139286.1",3.49918808399341,"9.22e-02",NA,"NANA",NA,2,2,2.95675405242379,2.79058642038188,2.80795861781523,3.17883446736827,5.80225055185065,3.61743666153096
"Up","ENSG00000249936",3.49826395512632,"7.58e-03","RAC1P2","4p12","processed_pseudogene",4.29444894573296,3.86855422439193,2.55627638201547,3.97052596653264,4.60108888203873,3.81879987635943,8.14034607850848,7.01536406691899
"Up","ENSG00000050730",3.49765483488046,"8.08e-05","TNIP3","4q27","protein_coding",6.65214891054072,6.28995627289104,7.10447504556944,7.70277998577445,6.73944774765198,8.18653643614355,11.4788950306013,9.98216394347294
"Up","ENSG00000265134",3.49134552410481,"1.80e-03","MIR3190","19q13.32","miRNA",2.43835729225606,3.46872736378401,3.52700828563143,3.4344622375178,3.70141479345852,4.9127162466299,7.31656803148809,5.35442008647039
"Up","AL499604.1",3.48981270373569,"2.53e-03",NA,"NANA",NA,2.77409844906071,5.39256441972926,4.83108620830733,5.42362734836831,5.57114530415007,7.16868022517046,9.57769550716137,6.75131497882769
"Up","ENSG00000056558",3.48864614362486,"2.87e-03","TRAF1","9q33.2","protein_coding",7.63352688077371,7.16645767461808,7.99032816410339,10.1104538216447,9.25583716045417,9.86767780283398,13.4824970637029,11.5912603631067
"Up","ENSG00000165071",3.48429923846796,"5.37e-04","TMEM71","8q24.22","protein_coding",7.591650990573,7.89621349908947,6.84587497177041,7.64784253070664,8.89090032229531,8.92475818345608,12.576136258843,10.5484620248604
"Up","ENSG00000170006",3.48422863048172,"5.39e-03","TMEM154","4q31.3","protein_coding",11.1924766873508,8.07708454723947,7.99032816410339,9.10805287031425,10.0825535544549,10.953093745291,14.5148816491511,12.1998061956827
"Up","ENSG00000127507",3.47916482525853,"1.16e-04","ADGRE2","19p13.12","protein_coding",8.2862922335584,10.7262132007909,10.8312219330698,10.7848173515068,11.0336235004554,12.2818438988499,14.8607529858312,14.0183415514384
"Up","ENSG00000163746",3.47785920793241,"4.31e-03","PLSCR2","3q24","protein_coding",4.0688581338087,3.21774704807994,4.25209833823773,2.79058642038188,4.55575748056838,4.99125591795789,8.16885290997071,5.96690629345249
"Up","ENSG00000124882",3.4692211032898,"1.11e-02","EREG","4q13.3","protein_coding",5.7470778126147,8.37853936103932,7.82057069507436,5.87011927444386,4.98991557822127,9.10995887055469,11.8568085993219,8.15948974530905
"Up","ENSG00000177374",3.46497434718435,"2.45e-04","HIC1","17p13.3","protein_coding",5.82142852772667,4.18127835894237,6.30879483061861,6.4053463337678,6.60126302866055,7.77947044957706,10.4434871601757,8.94285857438369
"Up","ENSG00000184588",3.46059673712726,"7.58e-04","PDE4B","1p31.3","protein_coding",8.78605579478137,9.80852510735709,9.21652538613897,10.5836342853508,10.9000066687978,11.3448347847717,14.7407937125768,12.4087455766059
"Up","AC008691.1",3.45932648478893,"4.63e-03",NA,"NANA",NA,2.77409844906071,2.73371540412585,2.55627638201547,3.87807812530629,3.08820854636368,4.64763880939823,6.73441563373941,5.11049309589969
"Up","AP000640.1",3.4531810973413,"4.15e-03",NA,"NANA",NA,2.43835729225606,3.86855422439193,4.38797486954844,4.49106388321135,4.06716125215486,5.06573977185444,8.23505534838198,6.20952729669421
"Up","AL109615.3",3.44769152407713,"1.29e-02",NA,"NANA",NA,2.77409844906071,3.07372442305504,2,2.980417700991,3.32277319823317,4.12779880359951,6.46695557840906,4.68018569513525
"Up","ENSG00000127528",3.43637521496207,"1.84e-04","KLF2","19p13.11","protein_coding",9.24698492745616,10.0393185105338,10.1484861220782,9.65075749781609,10.3498554496306,11.3495010665432,14.6118308263053,11.9975462755113
"Up","ENSG00000099985",3.43150343498862,"1.15e-03","OSM","22q12.2","protein_coding",5.85721466571385,7.98948165001895,7.86782777341429,7.33656837534052,9.09877172089981,8.95935998254717,12.1456339514671,11.5459200889503
"Up","ENSG00000156886",3.43108502427875,"2.05e-04","ITGAD","16p11.2","protein_coding",3.94128821420188,3.57954144227762,3.93463503475508,4.36047818417108,3.7823584188517,5.67770610543563,8.03897981218289,6.05239448008565
"Up","AF213884.3",3.43058013337295,"1.14e-02",NA,"NANA",NA,3.27515136931785,2.52801522067815,2.95675405242379,2.79058642038188,2.95487788397373,4.12779880359951,6.50322799278737,4.16998578948398
"Up","ENSG00000145901",3.42915253331289,"2.08e-04","TNIP1","5q33.1","protein_coding",11.2423835558082,10.3183156688171,11.323815565143,10.8697921439975,11.4030856756466,11.7465198047549,15.6246362256143,13.9653131083649
"Up","ENSG00000167680",3.42510182095279,"9.17e-06","SEMA6B","19p13.3","protein_coding",6.65214891054072,7.8908508218716,8.45230381954959,8.51173909534619,8.79174401099857,10.3376881422938,11.5709527199065,12.3427588953465
"Up","ENSG00000126759",3.42003117945808,"1.96e-03","CFP","Xp11.23","protein_coding",4.39526199276335,5.64276465948724,5.61956047634088,6.00738093415115,6.47302000508854,6.25674235727967,10.3065146208408,8.24065165423876
"Up","AC103724.3",3.41778816017387,"1.53e-02",NA,"NANA",NA,2,2.73371540412585,2.55627638201547,2.980417700991,3.08820854636368,4.38214894074859,5.85933569508788,4.40481792293015
"Up","ENSG00000125810",3.41192113315968,"1.30e-02","CD93","20p11.21","protein_coding",7.72352679793968,8.03394792112065,7.48393241750565,8.61559871895638,10.8051326074781,9.23828351648573,13.6433792717286,12.1654419247497
"Up","ENSG00000163739",3.40651979481475,"2.61e-04","CXCL1","4q13.3","protein_coding",8.12684366360764,7.71993520538535,7.23636184955499,7.22839049684609,9.17757164738379,9.29743908663414,12.3785627370858,11.3756605504169
"Up","ENSG00000131669",3.40202114996916,"1.68e-03","NINJ1","9q22.31","protein_coding",9.69055708348485,7.96927023153565,8.21709818966811,8.56460331225845,10.7590033344103,10.770291592111,13.8280899732085,12.4802256965451
"Up","AC092053.2",3.3953164650898,"1.82e-02",NA,"NANA",NA,2,2.52801522067815,3.52700828563143,3.1481503929349,3.93177632922701,4.43929948542755,6.74959373394341,5.50353565097904
"Up","ENSG00000151726",3.39190067071953,"5.97e-04","ACSL1","4q35.1","protein_coding",11.9317810256503,13.2757883716773,12.7616257893551,12.4074194247309,12.9416293340565,13.813806653038,17.4088285461821,14.6688825641147
"Up","ENSG00000271538",3.38370466961527,"6.31e-02","LINC02427","4q35.1","lncRNA",2,2.28803016573722,3.26987519304848,2.79058642038188,3.61565839549143,4.12779880359951,6.57314648801915,3.54061967144169
"Up","AL355916.2",3.37505488415552,"8.76e-02",NA,"NANA",NA,2,2,3.74517065500652,3.55879325357807,3.210252800367,3.42505678971066,6.79419282587266,4.81675984942739
"Up","ENSG00000231327",3.37362465234041,"1.49e-02","LINC01816","2p13.3","lncRNA",2.43835729225606,2.28803016573722,2.55627638201547,2.980417700991,3.85900088565143,4.43929948542755,5.96714620627965,5.63867234479689
"Up","ENSG00000229719",3.37308137401003,"7.72e-02","MIR194-2HG","11q13.1","lncRNA",2,2.52801522067815,2,3.67325441973311,2.95487788397373,3.53401529334692,6.18376925154083,4.44752280434774
"Up","AC131011.1",3.37173666018266,"3.52e-02",NA,"NANA",NA,3.47264509453741,2.28803016573722,2,3.1481503929349,4.13036948749075,4.87178257757807,6.99858894305209,4.60672289618046
"Up","ENSG00000146278",3.36904736189787,"9.63e-06","PNRC1","6q15","protein_coding",11.1686418585559,11.0414222239214,11.2103780227285,10.2621888439945,11.3817318908971,12.6560442669997,15.3930634768452,14.0174006315232
"Up","AC099550.1",3.36901607106199,"4.91e-02",NA,"NANA",NA,2.43835729225606,3.68244763838531,5.24312708804737,4.42724802693642,3.42714915313468,5.52767303090629,8.54881601250464,3.3735063862995
"Up","CTD-3080P12.3",3.36480695054502,"8.00e-02",NA,"NANA",NA,2.77409844906071,3.34868810203856,4.83108620830733,2.57193721229046,2,7.14310697006703,6.11511316031126,3.45948135449826
"Up","AL078644.1",3.36284030513828,"1.29e-03",NA,"NANA",NA,3.64633003224209,5.08967600734406,5.67375148040782,4.49106388321135,5.23966381859849,6.50446803213187,9.34018239619529,6.93510667676005
"Up","AC011472.2",3.35774716185705,"3.01e-02",NA,"NANA",NA,4.0688581338087,2.73371540412585,4.10208130258064,4.6671430389971,4.13036948749075,3.72997457345804,8.48222891565128,5.00006838636678
"Up","ENSG00000138772",3.34895872769237,"1.37e-02","ANXA3","4q21.21","protein_coding",8.96070934765432,6.28995627289104,6.04662004500689,6.09213160550595,8.04714658565978,7.95139387084294,12.1733341928449,9.9453886524236
"Up","ENSG00000144655",3.34152106993468,"2.53e-05","CSRNP1","3p22.2","protein_coding",7.94755745430335,9.2196648401588,9.14639286513291,8.59032632276338,8.96862324036872,10.3263709581475,13.1274932908525,11.823553876559
"Up","ENSG00000026751",3.33709214606721,"1.06e-03","SLAMF7","1q23.3","protein_coding",10.267382953507,9.03023220647944,8.8258122569276,9.7173071213798,11.9376766516423,12.9597863771198,14.5765581654725,13.2567023059839
"Up","ENSG00000282235",3.3273602943437,"6.72e-02","LINC02887","CHR_HSCHR17_1_CTG1","lncRNA",3.04626863185575,3.21774704807994,4.83108620830733,5.32201297038412,3.08820854636368,5.20407765781949,8.69318444877201,3.07976837174655
"Up","AL135978.1",3.32725820273314,"9.27e-03",NA,"NANA",NA,3.64633003224209,4.55124158428417,5.01024905535886,4.49106388321135,3.85900088565143,6.37862923834123,8.71654516479505,4.22010986195126
"Up","ENSG00000255398",3.32133839095484,"1.76e-03","HCAR3","12q24.31","protein_coding",7.36183289054899,9.92197444402374,8.04274771402021,8.62984377597424,10.8926193721592,11.707794602372,13.3108597218666,13.0639940454957
"Up","ENSG00000111052",3.32125030174042,"9.89e-04","LIN7A","12q21.31","protein_coding",5.85721466571385,6.86113403165524,6.82207761197854,6.84456353928893,7.12807241548349,7.56512171423635,11.2977953692662,8.78322451679063
"Up","ENSG00000229017",3.31516162907986,"2.39e-02","LINC01277","6q24.2","lncRNA",3.04626863185575,2.73371540412585,2.55627638201547,2.57193721229046,2.80795861781523,3.81879987635943,6.04302584199534,3.88935359438148
"Up","ENSG00000206969",3.31512014405946,"5.76e-02","RNU6-1316P","14q32.32","snRNA",2,3.21774704807994,3.52700828563143,3.77929815266096,2.45981581789212,4.9127162466299,6.85159141559564,3.28208138511507
"Up","AC090907.3",3.31071043102139,"8.57e-02",NA,"NANA",NA,2.43835729225606,2.28803016573722,2.95675405242379,3.1481503929349,2.24814995706144,3.42505678971066,5.9409394298006,2.96687130559948
"Up","AC016957.1",3.30908873755569,"6.56e-02",NA,"NANA",NA,2,2.73371540412585,2.95675405242379,4.21688540868021,2.64436331118535,4.38214894074859,6.87945645515005,3.82602671235434
"Up","ENSG00000137393",3.30174997593276,"7.66e-04","RNF144B","6p22.3","protein_coding",10.9290598777799,9.95703636183024,10.6605750385523,9.94656557390252,10.1930795628485,11.3536878546949,14.9676504353141,12.2846919107407
"Up","ENSG00000275555",3.2991788659371,"7.11e-03","DLL1","CHR_HSCHR6_1_CTG5","protein_coding",5.7470778126147,3.21774704807994,3.26987519304848,3.87807812530629,4.84670243617456,6.55705639936169,8.65338914687512,6.37353278054369
"Up","AD000090.1",3.29548461739793,"1.23e-02",NA,"NANA",NA,3.80133403523869,4.55124158428417,4.51214852158457,5.00979775185837,4.50895536945189,3.98155631638142,8.89436498432509,6.38456384638833
"Up","ENSG00000077150",3.29187546706005,"1.06e-04","NFKB2","10q24.32","protein_coding",9.43040432351505,8.93964497360975,10.0571498032724,10.3357257834165,10.3179682011091,11.1764715803764,14.1864946303597,12.820220803824
"Up","ENSG00000077984",3.28919642630748,"3.57e-02","CST7","20p11.21","protein_coding",5.92622918727768,5.23219066836567,4.7324055697761,6.78215935873653,8.62618942383295,6.63251055649417,11.4800330038174,9.33140180177582
"Up","ENSG00000113916",3.28631011967055,"8.66e-04","BCL6","3q27.3","protein_coding",11.016719507266,10.9137185207081,11.2665593426387,10.9155697914744,10.6282544345563,11.7135976741565,15.5477276363741,12.7830577113312
"Up","ENSG00000136695",3.28489777600984,"3.01e-02","IL36RN","2q14.1","protein_coding",3.80133403523869,3.34868810203856,2.55627638201547,2.31412704204778,2.45981581789212,4.05652979782797,4.78914696937047,6.41715982525885
"Up","AL133445.2",3.27726338002639,"2.60e-02",NA,"NANA",NA,3.64633003224209,6.00235137631123,6.34264217345235,5.77077360848496,4.84670243617456,6.8899242889859,10.1594283559411,5.11049309589969
"Up","ENSG00000173334",3.27564305498813,"6.87e-04","TRIB1","8q24.13","protein_coding",10.0391091460423,11.3095373905058,10.6772513593902,9.73223836491272,10.6506609024768,11.4498208398647,15.0340440858159,13.0031168191455
"Up","AL137918.1",3.27524932242158,"6.42e-02",NA,"NANA",NA,3.94128821420188,2.73371540412585,2.55627638201547,3.55879325357807,2.24814995706144,4.43929948542755,6.93362211671634,3.1844683387856
"Up","ENSG00000124772",3.26499787917485,"4.85e-02","CPNE5","6p21.2","protein_coding",4.81476141359699,2.91371332595402,2.55627638201547,5.13492611204457,4.1909242538589,4.12779880359951,8.59576455076802,5.4202224855794
"Up","ENSG00000196352",3.24496591317446,"2.32e-03","CD55","1q32.2","protein_coding",9.33844596777063,11.4565314985267,10.3111835906137,9.80309047032785,11.8239775071877,11.861405050787,15.1720645518642,13.534834187132
"Up","ENSG00000102096",3.24203661746674,"5.15e-04","PIM2 ENSG00000102096","Xp11.23","protein_coding",8.06697730805199,7.64546514772088,7.35719536978697,8.56089086865259,9.21085208584416,9.23425221536348,12.4747475029222,11.404397137921
"Up","ENSG00000103313",3.23717316994982,"5.19e-04","MEFV","16p13.3","protein_coding",7.591650990573,8.52419662313993,8.73951773171422,10.0281493270673,9.27344564840683,10.4304600791467,13.2358789214969,11.9217161822081
"Up","ENSG00000232915",3.23706829700937,"5.23e-02","RNF14P1","2q22.1","processed_pseudogene",3.80133403523869,4.10922033902029,5.37981227052016,4.96555454926226,3.210252800367,5.81359579223228,8.88064296169801,3.07976837174655
"Up","AC083900.1",3.22880330679548,"3.04e-02",NA,"NANA",NA,2.77409844906071,3.86855422439193,4.626476315451,3.97052596653264,2.64436331118535,5.36020677619051,7.78278826963756,4.06418980400945
"Up","ENSG00000006652",3.22549768151099,"7.75e-03","IFRD1","7q31.1","protein_coding",7.38653370346624,9.70232353148846,8.7833101094534,8.27847975909018,7.89620233759527,10.6641657420786,13.1401461308692,8.70837753065647
"Up","AC119674.1",3.22497299868388,"2.78e-02",NA,"NANA",NA,3.27515136931785,5.33053742268738,5.82508673199852,5.09441064653135,3.5244805232603,6.59527671115581,9.28655886191803,4.88048592635774
"Up","AC025262.2",3.21975023974249,"4.75e-02",NA,"NANA",NA,2.77409844906071,2.52801522067815,2.95675405242379,2.31412704204778,3.08820854636368,3.42505678971066,5.99288541348828,3.88935359438148
"Up","AC016405.1",3.20720264739522,"2.17e-02",NA,"NANA",NA,5.13936005255364,5.61701327144276,6.53057292376818,6.78215935873653,4.60108888203873,7.22664518204293,10.4757906147869,5.62012496446935
"Up","AC011379.1",3.20438432766464,"7.75e-03",NA,"NANA",NA,4.88578703383945,6.41477336296369,6.04662004500689,5.71841173755207,4.95542291110072,7.7849927959615,10.0984941856656,5.60133602900757
"Up","ENSG00000138821",3.20388182621772,"1.63e-03","SLC39A8","4q24","protein_coding",8.91898791696424,10.2350616756887,9.0317640209907,8.3998185614103,11.3007571324964,11.6975827184701,13.9830107713445,13.0441306503712
"Up","AC104695.2",3.20378346810756,"1.30e-02",NA,"NANA",NA,3.04626863185575,4.10922033902029,5.16960007105526,4.29046754977374,3.61565839549143,4.59830615130724,8.28799412952408,6.23412934135644
"Up","ENSG00000162702",3.20149058768685,"3.03e-03","ZNF281","1q32.1","protein_coding",8.91474863848995,9.6333513252166,9.26145521793694,8.24648060714578,8.96862324036872,9.80518763812215,13.6064709785729,10.4625802066256
"Up","AC002091.2",3.19910850456887,"1.41e-03",NA,"NANA",NA,5.01813749452398,6.02210774071521,6.20221031048248,4.91991149563101,5.15099674500051,6.42180664245734,9.7834227574187,7.88438613231143
"Up","ENSG00000123700",3.19816072061822,"1.52e-04","KCNJ2","17q24.3","protein_coding",8.79991391464866,9.07347842497682,7.79634870290945,8.03262264923615,9.40547705667307,10.3092269630397,12.9382302009394,11.352673267171
"Up","ENSG00000235488",3.19695477010129,"3.08e-02","JARID2-AS1","6p22.3","lncRNA",2.43835729225606,2.91371332595402,2.55627638201547,2.79058642038188,3.210252800367,3.63531948879507,6.06745736363003,4.26855077088713
"Up","ENSG00000232373",3.19692036099065,"4.20e-02","MTCYBP3","13q32.1","processed_pseudogene",4.95347943386613,6.42964273664412,6.84587497177041,6.50144321013989,4.687690093739,7.2979050120208,10.6777391288205,4.48899984638839
"Up","AC006511.3",3.19589136198388,"2.25e-02",NA,"NANA",NA,3.80133403523869,4.24990787450119,2.95675405242379,3.77929815266096,5.61600316869691,4.9127162466299,8.55314775724194,6.20952729669421
"Up","AC008121.3",3.19327562701824,"7.35e-02",NA,"NANA",NA,2.77409844906071,3.21774704807994,3.52700828563143,3.4344622375178,2.80795861781523,4.26057193503485,6.98582751634978,2.39856824201869
"Up","ENSG00000059804",3.19225318436179,"1.07e-02","SLC2A3","12p13.31","protein_coding",8.48236543361471,12.4032600367192,11.4524212748768,11.0957049891333,12.0825574525766,12.2382257777849,15.9390356239992,13.8801920989218
"Up","ENSG00000257242",3.1910687224066,"8.18e-03","LINC01619","12q21.33","lncRNA",4.95347943386613,6.00235137631123,6.1265116540604,5.32201297038412,4.84670243617456,7.1170722097272,9.95200501577206,5.69292533573798
"Up","AC012363.1",3.19095229035837,"1.84e-02",NA,"NANA",NA,2.77409844906071,2.28803016573722,2.95675405242379,3.67325441973311,3.7823584188517,5.13656620680079,6.65603328736152,4.48899984638839
"Up","ENSG00000152463",3.18969993738441,"6.83e-02","OLAH","10p13","protein_coding",2.43835729225606,3.57954144227762,2.95675405242379,5.39054478954456,2.80795861781523,5.41821579907708,7.96288135348969,4.31541789439529
"Up","AC098487.1",3.1868074630822,"4.03e-02",NA,"NANA",NA,3.27515136931785,2.73371540412585,2.55627638201547,2.79058642038188,3.32277319823317,3.17883446736827,6.46695557840906,4.40481792293015
"Up","ENSG00000185304",3.18558231884893,"8.30e-02","RGPD2","2p11.2","protein_coding",4.29444894573296,2,4.83108620830733,5.98539184031318,3.93177632922701,4.43929948542755,8.91133598756731,6.81793116612066
"Up","AL356215.1",3.18449988237043,"2.48e-02",NA,"NANA",NA,2.77409844906071,4.10922033902029,4.25209833823773,4.29046754977374,3.93177632922701,4.19571224143429,8.12878373536698,4.97108912117835
"Up","ENSG00000110047",3.17519167723085,"1.68e-04","EHD1","11q13.1","protein_coding",9.61418145751262,9.80852510735709,10.6555343201813,10.2368193022202,9.95523523580068,10.7917087741583,14.1155019762078,13.308753275697
"Up","ENSG00000128342",3.17383762839186,"2.05e-02","LIF","22q12.2","protein_coding",6.1733597493221,4.55124158428417,5.61956047634088,4.29046754977374,4.98991557822127,5.02897847562601,9.6999356349399,6.59863503385477
"Up","ENSG00000258777",3.17348890842139,"2.66e-02","HIF1A-AS1","14q23.2","lncRNA",3.47264509453741,2.52801522067815,2,3.55879325357807,3.42714915313468,3.98155631638142,6.39155459817824,5.4202224855794
"Up","ENSG00000141682",3.16943527539512,"4.59e-03","PMAIP1 ENSG00000141682","18q21.32","protein_coding",7.46980081978581,6.48763349780371,5.50466084677243,5.3566857719782,7.4771100311026,7.88094242976415,11.0475530915146,8.73232194820776
"Up","ENSG00000166527",3.16939456771315,"9.08e-03","CLEC4D","12p13.31","protein_coding",5.25118168884316,6.41477336296369,7.21824311490469,7.66868999891228,8.5901082423548,8.59765979284634,11.7808136206466,9.35121769301868
"Up","ENSG00000229894",3.16561278810337,"7.53e-02","GK3P","4q32.3","protein_coding",2,2.73371540412585,2.95675405242379,3.29839723699651,2.80795861781523,3.03793156486001,6.11511316031126,4.16998578948398
"Up","ENSG00000182487",3.16535692040936,"1.04e-02","NCF1B","7q11.23","transcribed_unprocessed_pseudogene",8.60846128047765,6.27356657646369,7.66873511459022,8.16567905781164,8.65334284462728,8.23978645986283,12.5683999692028,9.74062517912572
"Up","ENSG00000239466",3.16472586359031,"6.20e-02","RN7SL552P","4q21.23","misc_RNA",2.43835729225606,3.86855422439193,2.95675405242379,3.55879325357807,2.64436331118535,4.26057193503485,6.97295219968031,3.1844683387856
"Up","ENSG00000067798",3.16262060927143,"9.07e-02","NAV3","12q21.2","protein_coding",4.39526199276335,2.73371540412585,2.55627638201547,2.31412704204778,3.85900088565143,3.17883446736827,7.32672418056366,4.3608102835617
"Up","ENSG00000128016",3.16093895531149,"7.98e-04","ZFP36","19q13.2","protein_coding",10.9917814829482,12.0373247973248,11.9248838070967,11.3973351708216,11.7041203525822,12.538976944651,16.0412521753869,13.6936343872381
"Up","AL357033.3",3.15896748281074,"1.09e-02",NA,"NANA",NA,3.27515136931785,3.07372442305504,4.51214852158457,3.55879325357807,3.5244805232603,4.64763880939823,7.51613724238776,5.13682740739748
"Up","ENSG00000208028",3.15358405392528,"4.59e-03","MIR616","12q13.3","miRNA",3.27515136931785,4.97271715279781,5.31308781887658,5.0527244200217,4.7693859287518,6.08830120183346,8.98051134147117,6.43848838838446
"Up","AC025262.1",3.15219585705337,"4.26e-02",NA,"NANA",NA,2.77409844906071,3.34868810203856,3.93463503475508,4.49106388321135,2.95487788397373,4.9127162466299,7.61889284032674,3.61743666153096
"Up","ENSG00000179165",3.14691779492089,"7.62e-02","PXT1","6p21.31","protein_coding",2.43835729225606,2.28803016573722,2.95675405242379,2.31412704204778,3.61565839549143,3.53401529334692,6.06745736363003,4.06418980400945
"Up","AC126614.1",3.14653460752406,"9.33e-02",NA,"NANA",NA,2.77409844906071,2.52801522067815,3.26987519304848,2.79058642038188,2.95487788397373,2.50722396959903,6.39155459817824,3.45948135449826
"Up","ENSG00000228261",3.14575437889527,"3.04e-02","ITPRIP-AS1","10q25.1","lncRNA",2.43835729225606,3.07372442305504,3.52700828563143,3.55879325357807,3.08820854636368,3.72997457345804,6.82317755708238,4.44752280434774
"Up","ENSG00000122862",3.14393730847123,"3.19e-02","SRGN","10q22.1","protein_coding",11.3044599638347,13.4290955988622,11.0633474279373,10.4444933847788,14.7107072732132,13.9090263165142,17.2252799236616,15.9696281965696
"Up","AC008040.1",3.14360612616106,"8.52e-02",NA,"NANA",NA,2,2.73371540412585,2.95675405242379,2.980417700991,2.45981581789212,3.90247203433375,5.68082158902358,3.07976837174655
"Up","ENSG00000286219",3.14357117111264,"3.65e-03","NOTCH2NLC","1q21.2","protein_coding",7.20402772869793,8.12811348859816,8.27082754136646,7.43719747365416,6.55593718563804,9.80110548770628,11.9921780269797,8.00723165955768
"Up","ENSG00000129682",3.14314551088928,"2.69e-02","FGF13","Xq27.1","protein_coding",6.35954428323842,4.31542037604701,4.10208130258064,4.91991149563101,6.0834741674312,6.53100181794916,9.84301300512084,5.62012496446935
"Up","ENSG00000280832",3.14268305714598,"7.22e-03","GSEC","11q24.2","lncRNA",4.29444894573296,3.34868810203856,3.52700828563143,5.0527244200217,5.32319556433648,5.29976721029501,8.41241917432301,7.12466723697199
"Up","ENSG00000187037",3.14191919097178,"1.76e-02","GPR141","7p14.1","protein_coding",5.49783654058245,4.88912094838438,5.16960007105526,6.57690661628391,7.50122301148816,6.79459027565946,10.6597744711705,7.88826658596137
"Up","ENSG00000173083",3.13638622729028,"1.03e-02","HPSE ENSG00000173083","4q21.23","protein_coding",8.15587031440511,9.14053608710228,6.84587497177041,7.15148537096313,10.014027319217,9.86115711890001,13.0024005699988,11.0192264310933
"Up","ENSG00000242330",3.13443190654329,"2.14e-02","RN7SL683P","14q24.2","misc_RNA",3.64633003224209,4.49580077309621,4.83108620830733,4.13934768810437,3.32277319823317,5.70126196099877,8.29835270807642,4.11805736092939
"Up","AC069209.2",3.13139631358458,"8.18e-02",NA,"NANA",NA,2,2.28803016573722,3.26987519304848,3.67325441973311,4.1909242538589,4.12779880359951,7.01123847698506,4.60672289618046
"Up","AC106028.4",3.13139138167611,"3.54e-02",NA,"NANA",NA,2,3.46872736378401,3.26987519304848,4.49106388321135,5.05652132768572,4.99125591795789,7.53377950015062,6.90477858288286
"Up","ENSG00000217527",3.1311384473744,"3.83e-02","RPS16P5","6p12.1","transcribed_processed_pseudogene",4.18605844258646,3.95331610848774,4.83108620830733,5.3566857719782,4.00105630185405,5.87702389793481,8.85280105206011,3.54061967144169
"Up","ENSG00000249884",3.12845978224627,"1.00e-02","RNF103-CHMP3 ENSG00000249884","2p11.2","protein_coding",3.80133403523869,2.28803016573722,2.55627638201547,2.79058642038188,3.08820854636368,5.23668448382536,5.05656247335236,5.48315405293377
"Up","ENSG00000163220",3.12370948692617,"2.78e-02","S100A9","1q21.3","protein_coding",12.9866283176865,12.4486772734141,12.4060898542985,10.803003380306,14.8103470786699,13.2436570780642,17.6278591681969,15.5308280706636
"Up","AC018607.1",3.1231943200912,"2.73e-02",NA,"NANA",NA,5.45176430143964,7.31799425640738,7.69517687049609,7.72285390646692,6.06741338623265,8.68590746651722,11.5607704055033,6.23412934135644
"Up","ENSG00000175857",3.12306027983692,"2.36e-04","GAPT","5q11.2","protein_coding",6.78813960525734,7.29381788270692,7.80851053250115,8.05390872101401,8.5901082423548,9.14043577896328,11.8338489873179,10.7073586571071
"Up","ENSG00000101265",3.11546484898146,"2.69e-04","RASSF2","20p13","protein_coding",10.6364711607811,9.89945310300104,10.2896544631458,10.4753892956162,11.4010846159286,11.7828533167207,14.7666113663857,13.2488008629705
