"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69"
"Up","ENSG00000124102",4.0193574705744,"2.67e-02","PI3","20q13.12","protein_coding",8.99184968272703,13.5848323182401,6.7191224494657,11.4619959182014,12.4345521156595,7.4696682054189,8.26105005391307,12.4523224315454,14.1206120750655,8.86882251716203,12.5707874183926,11.0075007962157,9.57934453953134,15.9037878778009,7.49241408804335,6.35554504326528,6.64908442732321,6.91477373302907,11.0267449041556
"Up","ENSG00000283646",4.01669541266546,"1.52e-02","LINC02009","3p21.31","lncRNA",3.85873766114919,3.68134869351099,2.84144198263627,5.61296871099885,4.64247866114457,3.821878879644,8.68407591011374,3.85983742587693,5.34479519070607,6.22920642371148,3.918606090364,4.14113275547235,3.66968542607465,8.91053496931386,3.0002868980162,2.87071944409578,2.54920970231779,2,3.18815888694033
"Up","ENSG00000268658",4.01521342405515,"9.70e-03","LINC00664","19p12","lncRNA",4.60078536899563,4.58893340967436,2.48121636789189,7.2514947471286,4.18854412035606,4.69897307952901,6.10603307326717,9.1730962745973,6.11136752316743,6.76369423705938,7.6340147250421,5.10848644115052,3.16770737562586,9.61465957206016,3.87488640526332,3.40987918140086,3.25692109635143,4.34978251744533,3.29940724308959
"Up","ENSG00000223750",4.0051939547031,"6.37e-02","SIRPB3P","20p13","unprocessed_pseudogene",2.80780279273712,2.48678951327912,2,3.16887197449894,3.320944280099,3.04013649734454,4.20304358151799,4.59459541083386,3.12920189558449,4.3799372497622,2.99498723319878,3.00234936863905,2.20891425678992,4.36560874689225,2,2,2,2.31153553045869,2.2420349737961
"Up","AP003680.1",3.99995583848456,"1.70e-03",NA,"NANA",NA,3.61541357848632,6.38304673578682,3.1294546816786,4.07384224942938,5.02092970350034,4.55078794198575,2.92685283489056,5.35103978600738,5.43806213389013,5.76716990506078,5.42384924667202,4.63620692101387,3.44041972291822,7.37899575005268,3.0002868980162,2.50007519411096,2.54920970231779,2.56759973468583,2.63038590899679
"Up","ENSG00000178660",3.98603848032793,"8.28e-02","ARMC10P1","3q11.2","processed_pseudogene",3.61541357848632,2.2638294624759,2.84144198263627,2.61824871947425,2.64326598141232,2.2765376877092,2,4.79009474054471,2.22604640628046,3.92730004646024,3.918606090364,3.58809414281976,4.0413692382476,3.82308598840959,2,2.27159735132948,2,2,2.2420349737961
"Up","AC079753.2",3.98324963173299,"7.71e-03",NA,"NANA",NA,3.93150817621049,5.68246408152695,2.84144198263627,4.07384224942938,4.7667851207049,4.13111236959561,4.67959170187267,5.7539169366532,3.23695315934768,5.00154436515208,3.918606090364,4.14113275547235,2.20891425678992,4.4288021531905,2,2.50007519411096,2,2.78499274186215,2.2420349737961
"Up","ENSG00000103154",3.98218155794854,"4.22e-02","NECAB2","16q23.3","protein_coding",3.85873766114919,4.58893340967436,2,3.65078423810094,4.45808988661479,2.50849851191223,3.48658491274927,5.07907508468509,5.02223676856348,4.91481907225827,4.47718234561605,4.93007745609259,2.20891425678992,7.23614903160762,2.4151809554186,2,2,2,3.29940724308959
"Up","AC015871.5",3.96251608581878,"3.08e-02",NA,"NANA",NA,3.21004646181012,8.21415287581845,2,5.73392330973391,7.67787205437077,5.3036268348802,4.67959170187267,7.60798993627455,6.93143721896794,4.50395390642124,6.423382896555,4.4892844864411,4.46433429774469,9.05773334599299,2,3.29278496364758,2.54920970231779,2,4.98933295085203
"Up","ENSG00000170801",3.92965884781625,"3.94e-02","HTRA3","4p16.1","protein_coding",3.21004646181012,3.38144504177915,2.48121636789189,3.56642840080683,3.42523516475451,3.04013649734454,6.49997228690613,2.28586258253548,4.56538594588311,4.24424870113517,3.2571844819332,4.14113275547235,3.06400405593602,8.39754243431543,2,2.27159735132948,2.54920970231779,2,2.44923842815315
"Up","ENSG00000228705",3.92697726353943,"5.14e-02","LINC00659","20q13.33","lncRNA",2.64423241048815,4.72650903069823,2.84144198263627,2.77681788052171,4.30247299945392,2.50849851191223,3.48658491274927,4.24042497859804,2.88606345487949,3.2640641662689,3.99247430315052,3.38140261100133,2.95226502145557,6.53313161114318,2,2,2,2.31153553045869,2.79130455228682
"Up","ENSG00000211592",3.90177550698258,"2.72e-02","IGKC","2p11.2","IG_C_gene",6.70836396845924,7.98196821153073,7.82844712763211,5.50379907465156,6.94385702866845,9.69202990909557,12.1808377477786,7.30627893246485,5.64783478214195,5.90853785968071,12.8563140440017,6.46391346206721,11.1667202574388,10.572139669731,6.79062993603635,5.14917126031433,2.94603295875775,5.59541804188427,7.91562588964803
"Up","ENSG00000276858",3.87686672192442,"7.71e-03","FCAR","CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1","protein_coding",5.68044339554448,9.0985426374226,3.36942762319977,7.78230585021879,9.19128037053721,6.24482447506664,8.45134184516712,8.70341155442041,8.21815632044212,6.78829730944277,7.9113691718062,5.38275576984684,5.89411957188751,11.5239637739589,3.41539611288541,5.4789767491823,3.72962650806738,3.86841286390268,6.30844432039552
"Up","ENSG00000207344",3.87025154151679,"4.92e-02","SNORA22C","7q11.21","snoRNA",8.33865380310723,2.67986016680653,2.84144198263627,3.87776526762969,3.85679354866335,3.4277539382621,2,3.85983742587693,4.13504416533999,5.00154436515208,8.32278995441729,8.08357691881698,8.19879616064204,8.57214006801285,2.4151809554186,4.57808063685349,2.54920970231779,2.78499274186215,4.16044708228542
"Up","AL132986.1",3.86585132050357,"2.24e-02",NA,"NANA",NA,4.066884566457,5.20588060108511,2,3.7304789884037,4.12801798894811,3.30975308668396,3.48658491274927,4.36838851511077,4.89641928302556,4.91481907225827,4.71394918243983,4.81138007188031,3.80450306225369,6.69611648243189,2,2,2,2,3.40268781653973
"Up","ENSG00000225873",3.86574117914516,"4.26e-03","C3orf86","3p21.31","transcribed_unitary_pseudogene",3.61541357848632,5.43728275754512,4.31010770365713,4.07384224942938,4.88122547601635,3.7329763081603,4.86945094062197,6.27855524661818,5.79613274225802,4.3799372497622,5.99058672896792,5.17409901543317,4.0413692382476,8.66035733571705,2.4151809554186,2.69726755193135,2.94603295875775,3.14086987161803,3.40268781653973
"Up","ENSG00000007350",3.8433836710634,"7.71e-03","TKTL1","Xq28","protein_coding",3.42692088996166,4.89164621591475,5.1567852351439,5.20218221938381,5.44972107379544,2.88372853841526,3.48658491274927,4.17191885059889,4.48023480022916,6.49140053099179,3.918606090364,5.14166569683519,3.06400405593602,7.39490797569961,2,2.87071944409578,2.54920970231779,2.31153553045869,3.18815888694033
"Up","ENSG00000278195",3.82004635234011,"1.02e-02","SSTR3","22q13.1","protein_coding",3.52424344321276,5.56507563458572,3.1294546816786,4.40056133561784,3.99877012665203,2.2765376877092,4.46090538446508,4.83509358197345,6.19391199950876,6.97133491302466,3.8407506404059,4.72645057230919,4.46433429774469,6.38166121733009,2,2,2.94603295875775,3.14086987161803,2.79130455228682
"Up","ENSG00000126266",3.77602671999929,"2.30e-02","FFAR1","19q13.12","protein_coding",2.80780279273712,4.53999646100903,2,4.07384224942938,5.61320373258966,3.18123402530264,2.92685283489056,4.30582503878125,5.72388841017003,5.08335061011372,3.13203418602529,4.07396779302433,3.26445362034477,6.19433027538222,2,2.50007519411096,2,2.56759973468583,2.79130455228682
"Up","ENSG00000100678",3.75046498611773,"7.07e-02","SLC8A3","14q24.2","protein_coding",4.41023913819521,4.00357430953022,2,3.27899292554561,3.08659480420566,2.2765376877092,2.92685283489056,2.7289365333587,3.23695315934768,7.15281634295879,3.47897863635701,5.29699829301702,3.92779187864471,3.38699191369574,2.4151809554186,2.50007519411096,2,2,2
"Up","ENSG00000232517",3.73417831433296,"7.97e-02","CSPG4BP","5q11.2","unitary_pseudogene",3.85873766114919,4.32574037715424,2,3.04964569335544,4.12801798894811,2.2765376877092,2,3.21090860830932,3.33721302639341,6.7386643049464,3.2571844819332,4.38230485790357,3.86746406099896,3.5089808715609,2.73719511714325,2,2,2.56759973468583,2.2420349737961
"Up","AL121899.4",3.70002664636445,"1.58e-02",NA,"NANA",NA,2.80780279273712,7.31934080598767,2.48121636789189,5.61296871099885,6.03188314737297,2.50849851191223,5.32354915452893,5.15202157123168,6.38170964315568,6.19280978095719,6.31238889772362,4.32568525049275,4.42301451240397,8.95145877098317,3.41539611288541,2.69726755193135,3.25692109635143,3.14086987161803,3.83075643930685
"Up","ENSG00000182168",3.69420025232724,"9.83e-02","UNC5C","4q22.3","protein_coding",5.23933888163117,2.48678951327912,6.40544274905965,2.61824871947425,3.69930448766718,2.88372853841526,2.92685283489056,2,2.22604640628046,7.07496144558042,3.47897863635701,5.17409901543317,3.80450306225369,3.10688813456609,3.22272030012652,2.27159735132948,2,2.56759973468583,2.2420349737961
"Up","AL117336.1",3.67828574121815,"3.08e-02",NA,"NANA",NA,2.64423241048815,4.96762804205005,2,4.62568433980701,4.91744014804099,3.30975308668396,2.92685283489056,6.81625315442306,3.12920189558449,7.39632852453079,4.47718234561605,3.76885039117692,4.0413692382476,6.33293526078016,3.0002868980162,3.02553785538067,2,2.56759973468583,2.79130455228682
"Up","AC087482.1",3.6671473415294,"6.31e-02",NA,"NANA",NA,3.32255507491554,3.38144504177915,2.84144198263627,2.91967150228589,2.64326598141232,2.88372853841526,3.48658491274927,2.52434248610076,2.22604640628046,5.3041488518355,4.19378006790203,4.00352261982112,3.52095830797644,3.72578978335349,2.4151809554186,2.27159735132948,2,2,2.2420349737961
"Up","AC018755.5",3.66306765628585,"1.94e-02",NA,"NANA",NA,4.41023913819521,4.85209999109154,2,3.38130116292134,4.55322807901695,2.88372853841526,4.46090538446508,5.82256067433411,4.89641928302556,4.24424870113517,3.2571844819332,4.14113275547235,2.95226502145557,5.62144195249889,2,2.27159735132948,2,2.31153553045869,3.06760982104945
"Up","AL390760.1",3.63751481497316,"6.81e-02",NA,"NANA",NA,3.21004646181012,5.89196766956813,2,4.44848408552097,5.34724916045071,2.50849851191223,2.92685283489056,4.0243003540513,4.13504416533999,5.66459061447397,3.2571844819332,3.92946031209653,2.83113954030535,7.38697380078008,2,2.27159735132948,2,2.56759973468583,3.49906605310378
"Up","ENSG00000258476",3.6121762524795,"4.06e-03","LINC02207","15q26.2","lncRNA",4.066884566457,5.35479468548297,3.91511574534017,4.9918871755148,6.21761656075348,3.53682874916745,5.76720345666598,8.02697079884153,4.79428797024006,7.41224540335243,4.87884351521479,5.65967469141264,3.66968542607465,9.40672712536396,2.4151809554186,2.69726755193135,3.25692109635143,3.14086987161803,3.5894070201563
"Up","ENSG00000211677",3.59111934724489,"5.46e-02","IGLC2","22q11.22","IG_C_gene",4.88354623920217,6.38304673578682,5.59523663159888,3.04964569335544,4.80594926689833,7.84860367119506,9.67067720431324,5.68184323766935,4.01908099471761,4.09446081428474,10.4170895548526,5.35473255362105,9.02773758699495,9.7115505076097,5.45995320896512,3.80145819372934,2,4.20646139207123,5.8776927481415
"Up","ENSG00000180871",3.58746887970963,"2.90e-03","CXCR2","2q35","protein_coding",9.59349644105412,10.7709504550152,7.81836012724474,9.07988673744975,10.3909505750488,9.32850473608152,9.97964623315699,12.2496354245007,11.18899145256,9.30796733351958,11.0582166238654,9.99789798895575,8.68079331521491,14.0522301355785,6.41558434935053,8.07666827361612,7.12183289209721,7.30613321132568,8.62531321143052
"Up","AL078604.4",3.54904817280828,"4.91e-02",NA,"NANA",NA,3.52424344321276,4.68209238132871,2.48121636789189,4.66678091940856,4.7667851207049,3.4277539382621,2.92685283489056,7.7261754994858,4.68437198351807,4.3799372497622,3.918606090364,3.2657749642242,2.39136742908851,6.50408312302023,2,2.50007519411096,3.72962650806738,2.56759973468583,2.44923842815315
"Up","ENSG00000126353",3.53894459344816,"2.72e-02","CCR7","17q21.2","protein_coding",6.06707165004139,9.72720728658465,2.48121636789189,8.50874770600819,8.01936514485686,5.42210976239847,4.20304358151799,6.9243194711911,9.26997996535753,6.39857128050303,6.44984662742765,5.76988496940561,8.21098584845201,11.2993337112074,3.87488640526332,5.04439889228214,4.37004012591707,4.99816094718936,6.37345642044495
"Up","ENSG00000282607",3.49142436035287,"4.60e-03","MGAM","CHR_HSCHR7_2_CTG6","protein_coding",6.54403183335383,9.83889792108563,6.29338849268634,7.72994358727886,9.73603748734624,7.43485798361747,11.2678818999127,10.9395637164282,9.38863756177297,7.78658578598117,9.47704924371996,7.35507727568117,6.92094999148142,11.9313689310256,6.58551233847524,5.70202924078419,5.70546721958747,5.90492885588399,7.28515106977838
"Up","ENSG00000146122",3.48293313376333,"2.03e-02","DAAM2","6p21.2","protein_coding",4.35839301299687,3.14010389948505,7.50280957475344,2.61824871947425,3.2085227471739,2.70827847479553,5.76720345666598,5.25495975429001,3.51897726942964,6.8596850278763,4.87884351521479,6.29723749977435,4.65485077830316,6.6169244250042,3.58534501873232,2.27159735132948,2.94603295875775,3.14086987161803,2.79130455228682
"Up","ENSG00000249662",3.47147216062884,"7.44e-02","LINC02218","5p15.1","protein_coding",2.64423241048815,3.48849106290288,2.84144198263627,2.61824871947425,2.64326598141232,2.70827847479553,4.20304358151799,4.0243003540513,3.12920189558449,4.3799372497622,3.37233958645946,3.00234936863905,2.69890480186909,4.48934330947258,2,2,2.54920970231779,2,2.44923842815315
"Up","ENSG00000008056",3.44682732597782,"1.20e-02","SYN1","Xp11.23","protein_coding",4.00078368246965,4.26680702870374,2.48121636789189,4.19116403915798,6.28846266508532,3.821878879644,2.92685283489056,3.76999536675474,4.18970787603306,5.86293721726316,4.47718234561605,4.68203424825708,3.26445362034477,5.77524687340364,3.0002868980162,2.50007519411096,2.94603295875775,2,2.44923842815315
"Up","ENSG00000267195",3.42578616209835,"3.94e-02","MIR212","17p13.3","miRNA",4.30461401648177,4.07402030115753,2.48121636789189,2.77681788052171,3.78019695121866,3.90561959497827,3.88883978309556,3.06742864668279,3.75478234396833,2,4.47718234561605,3.38140261100133,3.5972375497459,8.21239976965501,2,2,2,2.56759973468583,2.44923842815315
"Up","ENSG00000182885",3.42403578472508,"7.55e-03","ADGRG3","16q21","protein_coding",8.48786819161145,10.9402138147458,7.8681043226442,8.76677835004848,10.6066189627313,8.64214007425331,10.6639308965842,11.2238437421471,10.6841299238885,9.0778547614249,10.6331168577293,9.37273642049573,8.11694912993767,13.736351416263,6.5448696710796,5.39624270754889,7.08292211522721,8.13288530662506,8.55137931377415
"Up","AC105046.1",3.41786787209095,"1.03e-02",NA,"NANA",NA,4.35839301299687,7.3969679629079,4.19007146746883,5.30988122555961,7.3404750592102,5.98093112613282,8.55175899801982,8.70037470537358,5.62817798631754,6.11714031144384,7.13591910612613,4.96756798224545,3.5972375497459,8.19886736277003,2,4.30326321430235,4.90419015383828,3.29052307781304,4.1002625322411
"Up","ENSG00000173535",3.4160890078321,"9.70e-03","TNFRSF10C","8p21.3","protein_coding",7.56517222991472,8.62530185794733,6.7191224494657,6.78514240109303,8.01519356681476,7.1728561949604,9.03079836949527,11.0025580131343,9.6152182233488,7.03439958841089,9.38061595255504,8.35513472135062,7.12153386643791,12.3844012032416,5.27353289166732,4.97006953157487,6.53839085793807,6.57879678699224,7.05878237689341
"Up","ENSG00000178803",3.41418272478775,"1.34e-02","ADORA2A-AS1","22q11.23","lncRNA",3.52424344321276,4.85209999109154,2.48121636789189,4.89144417009256,5.02092970350034,4.49780591635663,4.46090538446508,4.54128120111941,3.23695315934768,5.16076599771063,3.75845282593583,3.92946031209653,3.16770737562586,5.18215836829206,2,2,2,2.31153553045869,3.29940724308959
"Up","ENSG00000167434",3.41270375274987,"4.06e-03","CA4","17q23.1","protein_coding",4.00078368246965,4.76959895698501,4.19007146746883,3.38130116292134,3.85679354866335,4.1990709612978,5.5623634740114,5.60597869211833,4.3422722276227,3.92730004646024,3.99247430315052,4.20530944343541,2.95226502145557,5.99995262830344,2.73719511714325,2.27159735132948,2.54920970231779,2.78499274186215,2.44923842815315
"Up","AC123912.4",3.41208256554386,"5.84e-02",NA,"NANA",NA,3.93150817621049,3.38144504177915,2.48121636789189,4.24643087668805,2.95340296373014,2.50849851191223,4.67959170187267,6.67488793191504,6.03877864337359,6.07776325751833,7.06920646608406,4.4892844864411,3.35511784244577,8.54743780565103,4.00043032563216,3.1653407416265,2.54920970231779,2.31153553045869,3.49906605310378
"Up","ENSG00000133800",3.41136748780189,"2.42e-02","LYVE1","11p15.4","protein_coding",6.9464547548271,3.38144504177915,2,5.02387206649903,5.49835087605238,4.1990709612978,5.5623634740114,6.34228655566839,4.29318846694519,6.11714031144384,3.99247430315052,5.56501258974369,3.26445362034477,5.2881996111958,2,3.88474141388223,2.54920970231779,2,2.93606185743491
"Up","ENSG00000174697",3.4006098046811,"9.21e-02","LEP","7q32.1","protein_coding",3.32255507491554,5.81177895403331,2.48121636789189,4.82037396862259,6.14311095282396,2.2765376877092,2,2.52434248610076,5.34479519070607,7.07496144558042,3.2571844819332,5.07452612728024,4.38047631796834,7.27965063042409,3.41539611288541,3.71307110113529,2,2.31153553045869,2.2420349737961
"Up","ENSG00000231327",3.37464739588861,"2.24e-02","LINC01816","2p13.3","lncRNA",5.0562015988432,4.26680702870374,2.84144198263627,3.47683219747485,4.35623209935946,3.4277539382621,3.88883978309556,4.24042497859804,5.41530454971403,4.24424870113517,6.02619528244178,5.35473255362105,5.11020996930306,8.03082955584203,2.4151809554186,2.27159735132948,2.54920970231779,2.97387685696999,3.83075643930685
"Up","ENSG00000123689",3.36572453799343,"2.79e-03","G0S2","1q32.2","protein_coding",9.31108291329726,13.4980171662323,7.69147199371096,11.4149043011423,13.6546456345911,10.9714154040934,10.5048267493775,12.3416803242265,12.7784485062374,10.983233510011,12.9551691205973,11.1355144905732,10.9962777675854,16.3782391172654,7.03030352233107,6.88683406895563,8.73017046510154,7.13856709722471,10.3501297732853
"Up","ENSG00000255398",3.31798838128415,"2.34e-02","HCAR3","12q24.31","protein_coding",8.56708783043327,14.4928541305674,8.28917823903573,10.7358386551667,13.0844554392284,10.6944357844438,9.73311162568268,13.4313475185618,12.6927774489993,9.62038609287976,12.5092069497378,10.9389659297224,10.6790101312408,15.0780874510306,7.27357739819333,9.8291391671335,8.02088392046761,8.61668464655195,10.8535621558459
"Up","AC015819.2",3.31762253986657,"6.11e-02",NA,"NANA",NA,3.0880160730632,6.36910532457033,2.84144198263627,4.89144417009256,6.15832307364526,3.90561959497827,2.92685283489056,6.88205927255691,6.42791851820312,3.73820121851557,4.95472259167855,3.58809414281976,3.5972375497459,8.66692500051528,2,3.02553785538067,2.94603295875775,4.04731589020259,3.7547061210997
"Up","ENSG00000198216",3.28801577677769,"9.70e-03","CACNA1E","1q25.3","protein_coding",5.15067424703358,5.70483761227207,2.84144198263627,5.36085852007961,4.55322807901695,4.74516846035257,5.94654262676607,6.99542093275388,6.02381207063465,8.07355849647505,5.91661928415308,6.61331204562081,4.94489113658672,7.91973041218956,3.58534501873232,2.69726755193135,2,2.97387685696999,4.81306679333588
"Up","AL008635.1",3.26077104325356,"3.49e-02",NA,"NANA",NA,2.95470196070524,5.63664840307952,2,4.19116403915798,5.17845008993215,3.7329763081603,3.88883978309556,6.0495320154412,4.72194884365248,4.09446081428474,5.06154558540162,4.14113275547235,3.5972375497459,7.12605968619987,2,3.02553785538067,2.54920970231779,2.31153553045869,3.49906605310378
"Up","ENSG00000171236",3.25866894234673,"1.45e-02","LRG1","19p13.3","protein_coding",8.85122260046202,10.4226023894781,6.35050325557465,8.90200168681628,10.8117439703638,8.6298808627154,9.23444985404044,11.0080948663294,11.1211761986613,6.71319243928192,11.588022492403,9.62672294357547,10.0012950392891,13.3618932630689,8.2357825861743,5.89516917331421,5.80446139803197,6.57879678699224,8.77478500335085
"Up","ENSG00000162747",3.255404019898,"1.74e-02","FCGR3B","1q23.3","protein_coding",9.58928554001257,12.7977140342207,7.25612335651659,10.6031914799622,11.5200852808859,10.7025068966641,11.9933211429536,13.0119749078955,12.2525794661191,12.3053159138227,12.0242153349193,9.94249097014813,10.0996360133639,14.8305256253985,6.56533411989765,8.09863905925806,7.41601384032487,7.68298974411847,10.936040942239
"Up","AC034199.2",3.24737786032978,"1.58e-02",NA,"NANA",NA,4.19064043837356,7.31934080598767,3.91511574534017,5.65442393109856,7.19316159487077,5.55771721319972,5.03720545299587,7.71418112408164,6.23347818305422,6.26470739348931,6.76642874156862,5.56501258974369,4.91539784463508,9.53612222444329,2,4.24140867251656,4.23458445921541,4.416434948071,4.37883686108739
"Up","ENSG00000277633",3.20277762224186,"6.71e-02","IGHG1","CHR_HSCHR14_3_CTG1","IG_C_gene",6.00097953658918,5.83224784234429,6.17189248544765,3.38130116292134,5.79937757056774,7.00264910058325,10.5780917257233,6.24560177116652,3.12920189558449,4.91481907225827,11.8799278098751,5.54034368485376,8.16159667715271,9.58549012099772,5.77312126972158,3.29278496364758,2.94603295875775,4.95396932203547,5.26077910713212
"Up","ENSG00000115009",3.17054469804293,"2.69e-02","CCL20","2q36.3","protein_coding",6.98115130156939,10.2306783071035,5.73047944527667,10.7774759226257,11.5237606212176,9.25657209801356,5.76720345666598,10.2668506635354,9.43462856175821,5.00154436515208,6.67964671808424,7.72159669738753,5.83233621159331,9.13556046640631,4.41550367958713,6.73800095049507,5.94127545211571,6.03789037472265,7.17275378083605
"Up","ENSG00000229314",3.16283450503541,"6.11e-02","ORM1","9q32","protein_coding",3.32255507491554,7.82740989943382,2.84144198263627,7.16808169958595,5.96424924040564,3.04013649734454,7.10188525890439,4.0243003540513,7.39981860618496,3.52052361142553,5.42384924667202,4.07396779302433,4.09497183727674,11.2306166691334,3.0002868980162,3.40987918140086,2.94603295875775,2,4.52334902813248
"Up","ENSG00000163221",3.14391543309772,"5.14e-02","S100A12","1q21.3","protein_coding",5.34967044453821,8.07078198563472,5.93103281335943,5.71445538040875,7.85636922366931,6.59939448382166,10.989629969547,8.10712455438474,8.43448051770458,6.7386643049464,8.27178477055462,7.0135381256226,5.16135863529712,10.7961140202397,4.58544063239013,3.88474141388223,5.22328510189236,2.56759973468583,7.38942109157514
"Up","ENSG00000188056",3.13564593512895,"4.82e-02","TREML4","6p21.1","protein_coding",4.19064043837356,6.87249736154211,4.61987340601491,3.38130116292134,3.320944280099,3.30975308668396,4.67959170187267,6.74730134349744,2.59347411391593,4.91481907225827,5.64610844049956,3.1400662817663,4.38047631796834,4.70890841634328,3.87488640526332,2.27159735132948,2.94603295875775,2,2.63038590899679
"Up","AL139042.1",3.12684246404695,"1.89e-02",NA,"NANA",NA,3.52424344321276,4.53999646100903,4.19007146746883,3.80600088904652,4.06484095284785,3.7329763081603,7.10188525890439,5.7539169366532,5.27066193167167,5.49559713797087,4.71394918243983,3.92946031209653,3.16770737562586,6.15749357858317,2.73719511714325,2.69726755193135,2,2.31153553045869,3.83075643930685
"Up","ENSG00000102452",3.0920563379042,"9.29e-02","NALCN","13q33.1","protein_coding",5.34967044453821,2.2638294624759,3.1294546816786,3.80600088904652,4.06484095284785,3.04013649734454,4.20304358151799,2.7289365333587,2.88606345487949,8.22542121994396,3.2571844819332,6.52805306423779,3.92779187864471,4.36560874689225,3.0002868980162,2.27159735132948,2.54920970231779,2.78499274186215,2
"Up","ENSG00000078098",3.08658903663153,"5.14e-02","FAP","2q24.2","protein_coding",4.24875243056907,5.72686946303294,2.48121636789189,4.66678091940856,5.69892587891301,4.13111236959561,2.92685283489056,6.1773469190886,4.3422722276227,7.05482306358592,3.918606090364,5.26724098181397,3.16770737562586,8.17141569071992,3.0002868980162,2.27159735132948,3.72962650806738,2.97387685696999,3.97179357258211
"Up","ENSG00000185201",3.08596546115186,"1.94e-02","IFITM2","11p15.5","protein_coding",10.9092475945826,12.7071067941672,8.79011866450474,10.5885623063243,12.2234180785377,10.5587509493146,11.1515450155848,13.1778190532929,12.9967969250848,11.2882427836123,12.8195267148113,12.0624115426101,11.4450956839842,15.7561930394992,8.92340115078234,9.05923395206658,8.96228064843327,8.42360867513094,11.4143058972826
"Up","ENSG00000145244",3.08375483924174,"9.08e-02","CORIN","4p12","protein_coding",4.88354623920217,2.67986016680653,2,3.38130116292134,3.320944280099,3.90561959497827,3.88883978309556,3.85983742587693,3.75478234396833,6.99266424856593,3.13203418602529,5.61311990533134,3.35511784244577,6.93250660379526,3.22272030012652,2.69726755193135,2.94603295875775,2.31153553045869,2.93606185743491
"Up","AC092746.1",3.07751585826265,"6.31e-02",NA,"NANA",NA,3.32255507491554,4.32574037715424,2.84144198263627,5.33559501996639,5.77983898958128,4.1990709612978,4.86945094062197,7.25752452584473,4.18970787603306,5.3041488518355,4.31389928634921,3.68130130157578,2.39136742908851,5.67455314056284,2.4151809554186,2.27159735132948,2.54920970231779,2,4.1002625322411
"Up","ENSG00000230257",3.07696502101642,"4.08e-02","NFE4","7q22.1","lncRNA",3.61541357848632,5.85243037708043,3.1294546816786,4.70673917419265,6.71609872316344,4.13111236959561,4.20304358151799,8.07465755803051,6.16691854912694,4.91481907225827,4.42478149490757,5.14166569683519,4.24477512966946,7.33842999014454,3.0002868980162,2.27159735132948,2,3.86841286390268,4.42863341292811
"Up","AC020703.1",3.0576019492077,"3.46e-02",NA,"NANA",NA,3.32255507491554,6.22173877956392,3.7551100265994,7.05653928321989,6.68492418957768,4.55078794198575,4.86945094062197,8.72149961795423,6.41650431194211,5.55415554733156,5.31289253631464,4.63620692101387,3.73866848412232,7.29669051844909,2,3.61891349558734,3.25692109635143,3.96063573599544,4.69594708006552
"Up","ENSG00000132465",3.04885418941418,"9.12e-02","JCHAIN","4q13.3","protein_coding",4.72880761044662,5.94931336735287,4.87474221130113,4.70673917419265,4.7667851207049,8.30312241751894,8.04178938885271,5.57977731448247,4.75857175995808,6.43018270156494,10.035481789751,4.43678604764411,8.73666726231357,8.60329101987012,5.22290469920472,4.76553937890678,2,2.56759973468583,5.9814356051514
"Up","AC007032.1",3.04285042654098,"2.45e-02",NA,"NANA",NA,3.21004646181012,9.52829988928091,4.05913401396172,8.03861825521898,8.98918591705295,7.76699165540159,6.9835967569938,8.93549494917231,9.20346176823338,6.15547109805522,8.87512847381866,7.34798728491629,7.26289624165771,10.607564440601,3.87488640526332,5.4789767491823,4.37004012591707,5.23817173755162,7.04288253031927
"Up","ENSG00000149599",3.03958305020354,"5.01e-02","DUSP15","20q11.21","protein_coding",4.60078536899563,2.48678951327912,3.7551100265994,2.61824871947425,2.80665226567374,3.63823347071757,2.92685283489056,3.21090860830932,3.23695315934768,5.8158480546663,4.52774643771737,5.03974709378142,5.3495439980667,4.94337251075119,2.4151809554186,2.69726755193135,2,2.97387685696999,2.44923842815315
"Up","AC007686.4",3.02523493294979,"4.62e-02",NA,"NANA",NA,4.1300890840883,3.76889904734596,3.36942762319977,2.44007388495817,3.69930448766718,3.04013649734454,2.92685283489056,5.07907508468509,3.8929755931893,5.00154436515208,4.42478149490757,4.53993943857972,3.66968542607465,5.99995262830344,2.73719511714325,2,2.54920970231779,2,3.18815888694033
"Up","ENSG00000151012",3.01131838885728,"4.14e-02","SLC7A11","4q28.3","protein_coding",7.28178871871769,10.5979558202147,5.44599182601888,10.362557121083,12.3881269211902,6.83121741217005,6.31640713850674,9.46198008349577,11.3165161878584,10.1361848972806,8.93255342673634,7.85761140805763,7.2152817073706,12.1774648832393,6.56533411989765,7.34949190057547,8.11067087197402,6.079620486917,7.88027203457135
