"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","IPF_182","IPF_202","IPF_92"
"Up","ENSG00000147642",3.43360515760925,"5.71e-02","SYBU","8q23.2","protein_coding",5.95796886938548,8.37360014273946,5.61726235220342,3.33866459066585,6.59525693440229,5.86752986642411,3.94740757811338,3.10895087110678,7.80348744617781,6.66181573129556,10.3303758478914,5.68455841646457,8.96467316952405,6.6350609654105,4.91255826041184,3.09257416188522,4.88355750792638
"Up","ENSG00000188659",3.4316616865289,"8.04e-02","SAXO2","15q25.2","protein_coding",7.96230182337265,10.6465499352907,7.25379412577086,4.53073484347871,9.29156125757188,8.47640685648786,3.94740757811338,4.81061061225387,10.1615319541791,5.74466418781583,13.1185323548952,7.15032886815179,11.7234158665744,8.96864791854687,7.81463463913952,5.86695782537704,6.09665674340758
"Up","ENSG00000236824",3.43088385173358,"6.35e-02","BCYRN1","2p21","scRNA",7.5365014520318,3.65022747346483,5.75746099982236,3.87815610517221,3.75557197830282,2.73869869445858,5.93395434976126,3.62405284724942,3.29453679788181,5.16011201364128,7.59554772722457,8.55065437471335,7.28140469263608,6.85310856543931,3.66744133385698,2,4.22290153816116
"Up","ENSG00000187244",3.42849585040452,"5.32e-02","BCAM","19q13.32","protein_coding",6.70583679657845,5.83397833853041,6.77086161041162,2.81932934102204,5.33775478978556,5.173773511963,4.93845271276077,3.51147808898606,5.65808098254214,5.57484177895166,9.54654178918994,6.37101640070484,9.14639226573495,6.48949467842517,4.23267991292204,2.64733385721486,4.64690751087442
"Up","ENSG00000116183",3.42756025337742,"7.06e-02","PAPPA2","1q25.2","protein_coding",4.84293234267623,4.56542947682037,2,2.65392136802693,4.75348771363407,3.08028247486459,2,2.54868811505941,5.07835946935866,7.15918861474235,6.93654142552523,6.02197607813447,5.44522103730061,4.4675743187587,3.06229695910242,2.88706236990893,2.56411054329195
"Up","ENSG00000105369",3.42337581975078,"5.99e-02","CD79A","19q13.2","protein_coding",4.37376175605713,6.48467389185669,3.17146965084859,3.22529013273404,3.57555502839953,4.19100673242495,5.74195275447813,5.11027251614126,3.89698545449026,3.99172469819306,7.65247244704925,4.38815801565584,8.59598393630908,8.32937514598059,3.06229695910242,4.04071380106675,3.37568952772296
"Up","ENSG00000105289",3.42262567861853,"6.26e-02","TJP3 ENSG00000105289","19p13.3","protein_coding",7.39342768490719,9.26609720910714,6.91757052390778,3.71973391324159,7.76748362801907,6.91640933887416,7.68566790821173,3.72847557298248,8.97052705182889,5.51348137722355,11.8552277974814,6.45698245645752,10.7136439585941,7.97739305425046,5.94157099512035,4.39150173587983,6.37691518126545
"Up","ENSG00000167646",3.42123476994822,"6.17e-02","DNAAF3","19q13.42","protein_coding",6.37291191742439,8.75124517784329,6.03969936095853,2.46706319417919,7.00422591670654,6.128776800557,2.96515226467177,3.10895087110678,8.29225361739306,5.07772225190333,11.6078448256508,6.0030484337966,10.0656651447518,7.53329243165787,5.14329974070263,3.57625534973601,3.8919488686414
"Up","ENSG00000171533",3.41786771384781,"6.68e-02","MAP6","11q13.5","protein_coding",7.21924088294713,9.63857824194637,6.3949643815303,3.95128775612061,8.04785450042402,7.57914700750726,4.5264063487638,4.71216864863328,9.16929498139732,5.38232859503352,11.9418261134764,5.98386916057795,10.2808213879974,8.19494599049398,6.48089658456569,4.96259567282351,5.48639025823263
"Up","ENSG00000111834",3.41647589999686,"7.88e-02","RSPH4A ENSG00000111834","6q22.1","protein_coding",8.01212978236427,10.7303086979692,6.89750361171188,4.15076592247852,9.34174394540045,8.07035352939292,3.94740757811338,5.18558303377757,10.0243492289104,5.79710229420474,12.7701481983131,6.60240170304871,11.5948113091264,8.64341500574786,7.56558515701195,5.86695782537704,5.87934345334415
"Up","AC113349.1",3.4158046364879,"9.26e-02",NA,"NANA",NA,4.58006158768403,7.25609218967406,3.97169646135579,2.46706319417919,6.4327733193433,5.02369541792962,2,2.30027309215264,6.95269508142547,3.31531165517046,9.35785410498327,4.06217844302941,7.66664969904594,5.55233087055972,4.5331436987072,3.27242787065032,2.56411054329195
"Up","ENSG00000198626",3.41474410514135,"6.13e-02","RYR2","1q43","protein_coding",5.3166343886391,2.71514603056515,5.15897224772317,2.81932934102204,2.48140256247077,4.89991230920091,4.5264063487638,4.08382087619575,2,8.81560184644058,3.93014575339394,6.55120183852032,5.48896607633967,4.74921951379496,2.90350334418611,2.64733385721486,2.21349274652398
"Up","ENSG00000120279",3.41123331402571,"4.77e-02","MYCT1","6q25.2","protein_coding",5.37319525259546,7.129588713796,3.80934059627514,2.81932934102204,6.49745044461885,5.40384991481371,3.94740757811338,2.76054666914731,6.78224741489155,5.07772225190333,10.4635889499566,4.79261381503152,8.39508664707349,6.23924836452105,4.01689213940503,2.88706236990893,2.84595928035154
"Up","ENSG00000170558",3.40986901049758,"4.89e-02","CDH2","18q12.1","protein_coding",4.42816758448784,4.66609260640676,2.87573304495846,3.87815610517221,3.75557197830282,3.35627345533443,2.96515226467177,3.10895087110678,4.47003428744554,7.23717492148641,6.96678247268026,4.99775509354719,5.91492649003065,5.52270157268225,3.06229695910242,2.64733385721486,2.84595928035154
"Up","ENSG00000183914",3.40731853196855,"7.61e-02","DNAH2","17p13.1","protein_coding",8.64666199655656,11.5283935857073,8.50392225189373,4.66723329548382,10.1608405167866,8.86365385222587,5.39543241777931,4.98937964386513,10.7597012826586,7.93165044790055,13.760323905827,8.14721739781896,12.1303498188685,9.7524307331298,8.65369111922376,6.37986248840881,6.09665674340758
"Up","ENSG00000183840",3.40505660027002,"7.34e-02","GPR39 ENSG00000183840","2q21.2","protein_coding",3.76138446399819,5.25630494980588,3.97169646135579,2.25235071303328,4.87530911153504,2.73869869445858,2,2.76054666914731,4.60536107998397,5.07772225190333,8.07889977864419,4.44536383967442,6.46764962783093,4.69711823647887,2.90350334418611,2.88706236990893,2.96860794519013
"Up","ENSG00000091513",3.40472596500709,"6.09e-02","TF","3q22.1","protein_coding",4.88243859046041,5.28824163077864,4.11761552266629,2.46706319417919,4.12659373592418,3.96257497505829,5.39543241777931,2.30027309215264,3.39758669896708,8.16901768419011,7.1536492054238,6.47082499188744,4.88190647332062,4.4675743187587,2.52135378127656,3.09257416188522,3.54295277720726
"Up","ENSG00000135736",3.40390125200188,"5.44e-02","CCDC102A","16q21","protein_coding",3.92166683266627,5.85545525711001,3.80934059627514,3.10224038515562,4.52436543838227,4.76450332238727,4.26576039407477,2.94524056321531,5.59442788606413,3.31531165517046,8.36283712041519,4.50038758413864,7.13764595820186,5.0275815939825,3.06229695910242,2.88706236990893,3.37568952772296
"Up","ENSG00000171595",3.40252087087767,"7.07e-02","DNAI2","17q25.1","protein_coding",6.81194919210033,9.52422008160464,7.23792192660451,3.8011184580857,8.58889621782125,7.42301744158781,4.26576039407477,3.62405284724942,9.78517088814202,5.38232859503352,11.6696680073569,6.09529703707504,9.8675882519632,7.85195808681115,6.79550928866449,4.13672492353493,4.60969372818087
"Up","ENSG00000197826",3.39927309133223,"7.20e-02","CFAP299","4q21.21","protein_coding",5.48006998346564,8.41757972320133,5.40623899464047,3.44377498674068,7.2863498686089,6.18289332813024,3.94740757811338,3.10895087110678,8.00460763827112,6.84731892675836,10.8817986796889,5.56058759249091,8.9588516513162,6.16447402064171,5.92098850777563,3.70712011654705,3.28417482046161
"Up","ENSG00000072133",3.39894766238558,"6.73e-02","RPS6KA6","Xq21.1","protein_coding",3.99558992813558,6.49839102737197,3.17146965084859,2.25235071303328,4.98764006769713,4.66661122579899,2,3.51147808898606,5.43397831500712,6.71729444222586,8.51725460897841,5.21070476417052,7.2047713020776,5.0275815939825,3.85272150542818,2.88706236990893,2.96860794519013
"Up","ENSG00000137473",3.39500201000365,"7.66e-02","TTC29","4q31.22","protein_coding",5.82235101670415,9.14705323728448,5.22487408736901,3.6334824279039,7.50973638789608,6.69842302852545,3.53830925783272,2.76054666914731,8.61183547175855,5.31199202137577,10.8175668839742,4.87820121399645,9.39226107679793,6.56411297773661,5.94157099512035,3.70712011654705,4.17275051994046
"Up","ENSG00000161055",3.39468394895771,"7.31e-02","SCGB3A1","5q35.3","protein_coding",11.2933342790151,12.2603906979664,10.0352735397372,5.2917115988386,9.74215409585389,8.40989211313432,7.76360000436431,3.10895087110678,9.96371448680523,3.57760902443798,15.3573083876062,8.57968844262208,16.0476123660653,11.890566203956,7.78076627653659,2.64733385721486,7.03994467323421
"Up","AC104041.1",3.3936717756526,"6.92e-02",NA,"NANA",NA,4.31722353835936,4.39989910064005,2.50331830210367,2.96770860128258,4.05963290925767,2.73869869445858,2.96515226467177,2.76054666914731,4.2117771610493,7.17908395439091,5.27038494683796,5.0355017252828,5.612764648529,3.75907289273111,3.33545759221757,2,2.21349274652398
"Up","ENSG00000173467",3.39201636666,"7.23e-02","AGR3","7p21.1","protein_coding",5.84252313433811,9.74453356272296,5.15897224772317,3.33866459066585,8.15197543667843,6.97892462775161,3.53830925783272,4.08382087619575,8.75456444369452,4.89732374772934,11.0471885498346,5.68455841646457,9.08714028380244,6.88838599134816,5.83559008600547,4.2267432664954,4.94460735113272
"Up","ENSG00000074047",3.38999495541019,"8.06e-02","GLI2","2q14.2","protein_coding",4.71747584963983,5.15602046733229,4.37147550095145,2,4.25185618268357,2.73869869445858,2.96515226467177,2.30027309215264,4.98215681349549,5.51348137722355,7.40991282667432,5.36691642868438,7.7318222523187,4.11727199874549,2.52135378127656,2.35967353075619,3.69282292757823
"Up","ENSG00000226581",3.38940163850728,"5.05e-02","LINC02848","7q11.21","lncRNA",3.92166683266627,4.61663882681066,3.80934059627514,2.96770860128258,3.75557197830282,2.29029464815903,3.53830925783272,3.10895087110678,3.96567884140836,6.51299958825502,5.56209538099829,5.27523290163392,5.17757924749712,4.6430646559555,3.06229695910242,2.35967353075619,2.21349274652398
"Up","ENSG00000165810",3.38928328912782,"5.70e-02","BTNL9 ENSG00000165810","5q35.3","protein_coding",4.48059604452575,5.62478003926065,3.17146965084859,2.81932934102204,4.87530911153504,3.35627345533443,4.74709030938281,3.38936987454512,2.24076954699737,5.89658520194526,7.37275181317178,5.39622699713138,6.99323023207505,5.0275815939825,3.33545759221757,3.09257416188522,2.21349274652398
"Up","ENSG00000138759",3.38878151952116,"5.75e-02","FRAS1","4q21.21","protein_coding",5.55533135677693,5.64957968498322,4.58727885509461,2.96770860128258,4.62042301745455,3.58784984564237,2.96515226467177,2.76054666914731,4.76806340296572,8.40693786034429,7.10915232788198,6.47082499188744,8.14803778673999,4.74921951379496,3.45481066498607,3.70712011654705,3.1864595021007
"Up","ENSG00000100170",3.38800133103728,"7.66e-02","SLC5A1","22q12.3","protein_coding",4.92089178558102,7.23985235159425,5.40623899464047,2.65392136802693,5.09185300430832,3.47670315033788,4.5264063487638,2.30027309215264,6.59977696027209,6.23746658826966,9.43379078787262,5.48074664996188,9.10482136479553,5.91364119640748,4.63775339951805,2.35967353075619,4.17275051994046
"Up","ENSG00000235162",3.38584644660924,"4.35e-02","C12orf75","12q23.3","protein_coding",6.82214348726108,9.23570971729935,5.80132144797039,5.64024870908116,7.63576406220224,7.91914059646184,5.52041786380177,6.60698258865384,8.9452346716425,7.88395976464706,11.4088247140537,6.41463964268308,10.490383602079,7.77864494814302,5.87892108546626,5.24702593793193,5.62338992365735
"Up","ENSG00000223701",3.38520342842326,"7.85e-02","RAET1E-AS1","6q25.1","lncRNA",2.48374838898409,3.32030090373899,3.17146965084859,2.81932934102204,3.36982998454896,3.47670315033788,2.96515226467177,2.30027309215264,4.42194948525456,3.31531165517046,7.23044055345586,3.64036309417449,6.19135749062333,3.94926092785032,2.52135378127656,2,2.39942685388785
"Up","ENSG00000229415",3.38463232635555,"4.35e-02","SFTA3","14q13.3","lncRNA",3.92166683266627,5.12098099755193,5.66552497766678,2.96770860128258,4.87530911153504,4.32539221600764,2,3.25596286232855,5.28064362698745,5.69024797151762,7.38773127644715,4.83604210192861,6.28118267896716,4.4675743187587,3.20533268868981,2.35967353075619,2.96860794519013
"Up","ENSG00000113805",3.3842909975493,"7.06e-02","CNTN3","3p12.3","protein_coding",4.95834661252148,6.62883348204599,4.58727885509461,2.65392136802693,5.95025002245255,5.54827883347897,2.96515226467177,2.30027309215264,6.61054291573109,6.54401623129827,9.77164315650975,4.65388709950961,7.58837316645693,6.105734786087,4.36046650247807,3.82709526915926,3.28417482046161
"Up","ENSG00000094963",3.38338422325464,"6.08e-02","FMO2","1q24.3","protein_coding",5.13229017026824,7.38721353015141,5.51560554358945,3.8011184580857,7.3296233137296,5.70443604347258,6.2549810864739,2.76054666914731,6.55589129133214,6.31143800568842,9.9712973312733,5.10815543405803,9.61835859281468,5.52270157268225,4.42035158659662,2.88706236990893,5.13997747481859
"Up","ENSG00000123843",3.38264910977533,"7.74e-02","C4BPB","1q32.1","protein_coding",4.19703174090782,3.19111964002649,2,2.81932934102204,3.75557197830282,3.47670315033788,2.96515226467177,2.76054666914731,2.4470454608871,6.07707053498626,4.72723955359533,4.38815801565584,4.176624684642,3.13251281674557,2,2.64733385721486,2.39942685388785
"Up","ENSG00000230873",3.38121112610072,"8.47e-02","STMND1","6p22.3","protein_coding",5.19639139488373,8.41396553351842,5.22487408736901,2.65392136802693,7.06523719741483,5.65423851399839,2,2.30027309215264,7.97575326345213,5.44939483082383,9.96880912059004,4.83604210192861,8.59848226457969,6.36144584213657,5.10731552294055,3.09257416188522,4.12079316996644
"Up","ENSG00000231993",3.38066715746524,"8.27e-02","EP300-AS1","22q13.2","lncRNA",4.0659091460829,4.51233531153081,3.17146965084859,2.25235071303328,3.83780270217427,3.47670315033788,2.96515226467177,2,4.561647541995,3.57760902443798,7.08178018156182,3.04174861177348,6.10964616333641,3.41649592913784,2.72504499626655,2.64733385721486,2.39942685388785
"Up","ENSG00000124143",3.37877723043347,"8.28e-02","ARHGAP40","20q11.23","protein_coding",3.58104310308973,3.83454841798936,3.62636927522772,2.25235071303328,2,2.53184805551954,4.26576039407477,2.30027309215264,5.07835946935866,5.16011201364128,6.54047803900948,4.13353344096962,5.48896607633967,3.65366763789285,2.28410037084381,2.35967353075619,2.84595928035154
"Up","ENSG00000066629",3.37831384249468,"5.87e-02","EML1","14q32.2","protein_coding",5.90140045264369,8.5715035222145,4.86037715749454,3.71973391324159,7.18788546886976,6.1102772592397,4.26576039407477,3.51147808898606,7.84054033700556,7.11855542730841,10.6350227786174,6.04065861083695,9.12228837460572,6.54949487663491,5.48923261776751,4.2267432664954,4.12079316996644
"Up","ENSG00000138823",3.37487444002482,"7.49e-02","MTTP","4q23","protein_coding",4.19703174090782,4.93175432154374,2.87573304495846,2.65392136802693,3.57555502839953,2.73869869445858,2,2.54868811505941,4.47003428744554,6.92005647241316,6.80880926274035,4.9589942652003,5.35353858251001,4.11727199874549,3.33545759221757,2.35967353075619,2.21349274652398
"Up","ENSG00000264745",3.37355412758243,"6.37e-02","TTC39C-AS1","18q11.2","lncRNA",3.37489409606968,5.04824076989616,2.50331830210367,2.96770860128258,4.19058402636265,3.22486764203519,2.96515226467177,3.25596286232855,4.64778896128536,5.23804974499865,7.06323924248204,3.04174861177348,5.06647159331814,2.96637299483117,2.72504499626655,2.64733385721486,2.39942685388785
"Up","AL161740.1",3.3688321475148,"8.99e-02",NA,"NANA",NA,3.92166683266627,4.66609260640676,2.87573304495846,5.59532341429508,3.98941226864818,2,3.94740757811338,2,5.69900781106656,5.79710229420474,4.22522577195585,3.98710978950638,3.00431050919825,4.4675743187587,3.20533268868981,2,2
"Up","ENSG00000104369",3.36776727230478,"6.78e-02","JPH1","8q21.11","protein_coding",4.0659091460829,5.72151901978717,3.97169646135579,2.81932934102204,3.66836945854255,2.73869869445858,2.96515226467177,2.76054666914731,5.13910593084885,4.69110003907667,7.62112528568534,3.82412888300867,6.86629319259701,3.65366763789285,3.33545759221757,2.35967353075619,2.71190683377629
"Up","ENSG00000163075",3.36680812865009,"7.31e-02","CFAP221","2q14.2","protein_coding",7.23458717949131,10.1009593521555,6.97614901234389,3.8011184580857,8.79076910577726,7.8315072030145,4.5264063487638,4.08382087619575,9.53408591676511,7.34677806887365,12.2853731938746,6.71136106283997,10.6159164847886,8.30347275657592,7.24795120651668,5.01406736082992,5.08680405568016
"Up","AC107294.2",3.36680723341497,"6.91e-02",NA,"NANA",NA,3.92166683266627,4.07321934745961,3.97169646135579,2.46706319417919,3.12981107002342,2.29029464815903,3.94740757811338,2.54868811505941,2.93214729939327,6.34704840018325,5.53543964674974,5.2433295755893,5.03730421400658,3.75907289273111,2,2.88706236990893,2.56411054329195
"Up","ENSG00000177181",3.36617040880911,"3.00e-02","RIMKLA","1p34.2","protein_coding",4.42816758448784,5.28824163077864,4.68417045242146,3.6334824279039,3.91559810809784,3.58784984564237,3.94740757811338,4.16048855306502,4.72907550722654,7.0116645842106,6.94669237082113,5.56058759249091,5.30541566082997,4.52847400278139,3.06229695910242,2.35967353075619,3.08164185787592
"Up","ENSG00000150051",3.36607978233802,"7.45e-02","MKX","10p12.1","protein_coding",3.58104310308973,6.0727362050072,3.80934059627514,2,3.66836945854255,4.04280544802019,2,2.30027309215264,5.63717378577174,5.31199202137577,6.7287182782476,3.98710978950638,6.50007977708189,4.0357108280482,2.90350334418611,2.64733385721486,2.71190683377629
"Up","ENSG00000232415",3.36405575417746,"7.05e-02","ELN-AS1","7q11.23","lncRNA",4.95834661252148,8.42118488136209,6.03969936095853,3.87815610517221,7.21121178227559,6.30178960390239,4.5264063487638,2.94524056321531,8.32857002138977,3.31531165517046,10.3000150820918,4.74783755963818,8.27215690968541,6.04450210799461,5.34217505692339,3.09257416188522,4.17275051994046
"Up","ENSG00000126778",3.36249174493217,"7.55e-02","SIX1 ENSG00000126778","14q23.1","protein_coding",5.86241708537619,8.60992000001063,5.71222519497703,2.65392136802693,7.3153425679373,6.62213037657482,5.39543241777931,2.54868811505941,7.78934353736649,5.31199202137577,10.8203298416622,5.30644596384918,9.62939532263599,6.94532993839362,5.37281024207986,3.43232502399191,5.26492112037013
"Up","AP002800.1",3.36085768978515,"7.03e-02",NA,"NANA",NA,3.67402985456735,4.93175432154374,3.97169646135579,2.81932934102204,4.42145302866405,2.73869869445858,2,2.76054666914731,5.04699933277444,6.07707053498626,7.83295363818482,4.06217844302941,5.44522103730061,3.75907289273111,2.72504499626655,2.64733385721486,3.08164185787592
"Up","ENSG00000137098",3.35638268241954,"5.87e-02","SPAG8 ENSG00000137098","9p13.3","protein_coding",6.9577799607216,9.38900706667426,6.89750361171188,5.40017158604298,8.17192732605867,7.25635519873132,5.63543339728114,5.03081312315148,9.59769333926791,5.44939483082383,12.0309927499962,6.93754210648837,10.073767845978,8.14233823156155,6.57611857625277,5.06376575498656,5.60459720360872
"Up","AC005962.2",3.3560203009298,"6.09e-02",NA,"NANA",NA,4.0659091460829,5.31948661941647,2,3.10224038515562,3.36982998454896,3.08028247486459,3.94740757811338,3.25596286232855,4.80602534120482,4.69110003907667,7.11816217394194,3.9079196026164,5.84931152504872,3.75907289273111,2.72504499626655,2.35967353075619,2.84595928035154
"Up","ENSG00000101871",3.35121149811059,"5.32e-02","MID1","Xp22.2","protein_coding",6.27240549020146,8.38102380802015,6.07586321105441,4.37995922093165,7.58309426612684,6.82860472657232,5.52041786380177,3.82584761009309,7.96740203704725,6.48130143669737,10.8969288219334,5.8205001933093,9.64398083953689,7.04248641884911,5.57077092707613,3.93785471604313,5.08680405568016
"Up","ENSG00000112539",3.35109263583648,"7.67e-02","C6orf118","6q27","protein_coding",6.69478333859952,9.25401890951218,6.58260750981112,4.02089045758475,8.50329643505504,7.01914550716274,3.53830925783272,4.08382087619575,9.28133648755567,5.57484177895166,11.7417594085174,5.56058759249091,10.1659250513263,7.59865186584536,6.67776374808883,4.31147318982634,5.00317831953391
"Up","ENSG00000185055",3.35070171268775,"7.69e-02","EFCAB10","7q22.3","protein_coding",4.99485360373861,9.05954623481355,5.28789660039172,3.44377498674068,7.68102005804911,6.87317491991707,3.94740757811338,4.16048855306502,8.17021567025866,4.89732374772934,11.1605493600194,5.27523290163392,9.51635566031279,6.64884128555868,5.83559008600547,4.96259567282351,4.01090376021409
"Up","ENSG00000151023",3.34987257734577,"7.03e-02","ENKUR","10p12.1","protein_coding",6.6724190677433,10.1054478759238,6.50515702179211,3.71973391324159,8.66407629431438,7.73820448175598,5.10737928940623,4.23328672601881,9.43913808176999,6.41573600530545,11.8656307846504,6.18199992117183,10.590414028569,7.83999503625882,6.74955769650948,5.01406736082992,5.52687830468846
"Up","ENSG00000198774",3.34699260530467,"7.71e-02","RASSF9","12q21.31","protein_coding",5.1646967681563,7.58015768573049,4.68417045242146,3.10224038515562,6.82430547911407,5.60223123992479,4.93845271276077,2.54868811505941,7.24986426572023,6.23746658826966,10.2740491123613,5.14315475665894,9.42077477029987,6.47409645830777,5.17840822572943,2.35967353075619,4.75311425799765
"Up","ENSG00000101638",3.34682210178185,"5.37e-02","ST8SIA5","18q21.1","protein_coding",4.58006158768403,4.45721226629272,3.17146965084859,2.46706319417919,4.62042301745455,3.96257497505829,3.53830925783272,2.30027309215264,4.26725964355833,7.17908395439091,6.33943010393692,5.58624864484335,5.28073854910719,5.46155248408891,3.33545759221757,2.35967353075619,2.56411054329195
"Up","ENSG00000188817",3.34544386295993,"7.45e-02","SNTN","3p14.2","protein_coding",8.15205163466316,11.2620690908761,7.20564385579098,4.15076592247852,9.7029240883779,8.66566839327775,5.63543339728114,4.16048855306502,10.7285364695188,6.84731892675836,12.6728006251185,6.907321729045,11.3621094958065,8.73346821561625,7.7577374299299,5.75038805881316,6.17517595867913
"Up","ENSG00000147862",3.34541851267766,"5.44e-02","NFIB","9p22.3","protein_coding",6.68364453835217,8.56825549117596,6.99515828394564,4.02089045758475,8.06928853538869,7.35393410273966,6.18117031145025,4.43193637886413,8.39857024909048,7.97781495218787,11.4134067025366,6.55120183852032,10.4795817237215,7.61278266426662,6.16806087170368,3.82709526915926,5.78234065556159
"Up","ENSG00000254101",3.34486254570835,"4.96e-02","LINC02055","8q24.23","lncRNA",5.48006998346564,6.60367148611129,3.80934059627514,3.33866459066585,5.28009607384897,4.11880825680551,5.63543339728114,3.51147808898606,5.69900781106656,8.33781986322635,8.65981900457,6.51157309707804,6.51072982677449,5.36467622734942,4.5331436987072,2.64733385721486,3.08164185787592
"Up","ENSG00000069122",3.34179686505494,"1.18e-02","ADGRF5","6p12.3","protein_coding",5.45408434139158,6.33981305104186,6.72605060062487,4.15076592247852,6.52253068926912,5.24333705316816,5.74195275447813,5.77881429039898,6.96113162663816,7.0116645842106,8.52743539156496,6.41463964268308,8.45145302024441,5.36467622734942,3.76305373667929,3.57625534973601,4.22290153816116
"Up","ENSG00000179902",3.34021188088402,"7.12e-02","C1orf194","1p13.3","protein_coding",7.4796753117493,9.67828758246452,6.47838781815951,3.95128775612061,8.53753312298593,7.5519878698485,4.74709030938281,2,9.4526633634739,4.89732374772934,12.7512694863263,6.65184663640677,10.9408053604139,8.5836883834073,5.79091724447565,4.90921944743321,5.03159557820541
"Up","ENSG00000140057",3.33918757898428,"6.79e-02","AK7","14q32.2","protein_coding",6.6611055674349,10.107686911873,6.65611108901061,4.08728916612718,8.40893696541231,7.36177543051417,4.93845271276077,4.16048855306502,9.36478032423054,6.84731892675836,11.8045009811913,6.52490399348786,10.4250287515407,7.79112545318514,6.84004233296364,4.96259567282351,5.03159557820541
"Up","AL049838.1",3.33560139428387,"9.96e-02",NA,"NANA",NA,3.25960551560914,5.01044743623775,3.17146965084859,2,3.66836945854255,2.29029464815903,2,2.54868811505941,4.09396915521686,4.31309941490866,7.24696410422728,3.64036309417449,5.81534993041202,3.53995003267867,2.72504499626655,2,2.21349274652398
"Up","ENSG00000281948",3.33425290923152,"7.22e-02","CES1P1","CHR_HSCHR16_1_CTG3_1","unprocessed_pseudogene",5.34519198647526,6.10895239933293,6.60752713002962,4.02089045758475,6.70886963315737,5.62846921357123,2,2,5.85200741595513,4.57576478400349,7.90760399322997,5.30644596384918,6.50007977708189,2.77858002903295,3.45481066498607,2,3.7622971707875
"Up","ENSG00000119147",3.33169047739549,"8.44e-02","ECRG4","2q12.2","protein_coding",6.53042388069974,8.82113309858404,4.37147550095145,3.22529013273404,6.37885932174536,6.05331126621553,2,2.30027309215264,8.3608099320525,5.63369853551754,11.932279445823,5.58624864484335,10.1412915206123,7.55540954954053,5.40280840210256,3.43232502399191,3.61983308068832
"Up","AC111149.2",3.3316444222212,"7.06e-02",NA,"NANA",NA,5.28750006884847,6.86950489510459,5.28789660039172,3.10224038515562,4.83583399300754,5.173773511963,4.5264063487638,2,6.73383220890427,4.57576478400349,9.06119825001976,4.20152495814125,7.94314160891063,6.23924836452105,2.72504499626655,3.09257416188522,4.53225638691506
"Up","ENSG00000105929",3.33131863540063,"7.52e-02","ATP6V0A4","7q34","protein_coding",5.42762205073555,8.01652242872361,4.94101643645333,2.46706319417919,6.89322966429392,5.173773511963,4.93845271276077,2.94524056321531,7.56418941695268,6.89621578722593,10.4565022449106,5.58624864484335,8.78551118831942,5.52270157268225,5.46099590711787,3.09257416188522,4.12079316996644
"Up","ENSG00000007062",3.33003236355256,"8.01e-02","PROM1","4p15.32","protein_coding",7.94840829298731,11.1568027212444,7.38929386037894,4.2699091338802,9.98592116954308,7.97132586584993,7.32348002633265,4.98937964386513,10.3849037571612,6.84731892675836,13.3179203686644,7.07075936974185,12.0153934109971,8.83037317038019,8.19495462900649,6.47477105480648,6.06950441748805
"Up","ENSG00000159708",3.32898903838735,"6.78e-02","LRRC36","16q22.1","protein_coding",5.55533135677693,6.85891046330813,4.37147550095145,2.65392136802693,5.09185300430832,3.96257497505829,2,2.76054666914731,7.0025898236768,6.7707184922074,8.76967867246153,5.10815543405803,7.07444115000155,5.10959078416753,4.29798758121374,2.88706236990893,2.96860794519013
"Up","ENSG00000248801",3.32854010932151,"8.14e-02","C8orf34-AS1","8q13.2","lncRNA",4.37376175605713,5.01044743623775,3.17146965084859,2.25235071303328,4.31063174436948,3.22486764203519,2,2,5.25342519724429,6.44889115382469,8.59997693470946,4.38815801565584,6.57303010808932,4.26774211750473,3.20533268868981,2.35967353075619,2.21349274652398
"Up","ENSG00000005448",3.32762339007277,"5.50e-02","WDR54","2p13.1","protein_coding",7.5365014520318,9.00052487483387,6.03969936095853,5.14355692061765,7.0394047847681,7.01914550716274,4.74709030938281,5.22181358404044,8.48008205946953,6.11887208587092,11.3977682009826,6.51157309707804,10.1387190522078,7.83999503625882,5.72120211501768,4.53935824060026,5.81540493113243
"Up","ENSG00000174808",3.32586637602257,"7.58e-02","BTC","4q13.3","protein_coding",4.84293234267623,7.01019514237433,3.17146965084859,2.65392136802693,5.44658798074277,3.87761866242279,2.96515226467177,2.94524056321531,6.10134984159236,5.94386708637019,8.98936285000853,4.06217844302941,8.0234257932945,5.10959078416753,4.36046650247807,2.88706236990893,3.08164185787592
"Up","ENSG00000265374",3.3219926555569,"9.57e-02","LINC01908","18q11.2","lncRNA",2.84538515825795,7.05729221821097,4.77496230828375,2.81932934102204,5.93164616143555,4.56159013306992,2,2,6.23258652006481,4.57576478400349,8.37039794126159,2.50943090095415,6.87456250006895,5.29627824987798,3.76305373667929,3.09257416188522,2.84595928035154
"Up","ENSG00000188175",3.3218384323583,"7.52e-02","HEPACAM2","7q21.2","protein_coding",3.99558992813558,6.92134055413507,2.87573304495846,2.96770860128258,3.75557197830282,4.56159013306992,4.5264063487638,2.54868811505941,6.90975607180621,5.94386708637019,8.45461341900646,3.98710978950638,7.59339186430813,3.28148059985997,4.01689213940503,2.64733385721486,3.1864595021007
